"","imdbID","Director","Metascore","imdbRating","imdbVotes","BoxOffice"
"4418","tt0420076","Kunihiko Yuyama, Eric Stuart","N/A",5.7,4211,"N/A"
"4419","tt0190641","Kunihiko Yuyama, Michael Haigney","35",6.2,43505,"$85,744,662"
"4420","tt1226251","Kunihiko Yuyama","N/A",6.3,3579,"N/A"
"4421","tt0087928","Hugh Wilson","41",6.7,127467,"$81,198,894"
"4422","tt0089822","Jerry Paris, James Signorelli","39",5.7,55829,"$55,600,000"
"4423","tt0091777","Jerry Paris","33",5.3,45987,"$43,579,163"
"4424","tt0093756","Jim Drake","26",4.9,43423,"$28,061,343"
"4425","tt0095882","Alan Myerson","18",4.5,36465,"$19,510,371"
"4426","tt0098105","Peter Bonerz","16",4.3,31570,"$11,567,217"
"4427","tt0110857","Alan Metter","11",3.4,34330,"$126,247"
"4428","tt1337051","Corneliu Porumboiu","81",7,5164,"$53,206"
"4429","tt1661420","Maïwenn","74",7.3,14449,"$211,440"
"4430","tt0084516","Tobe Hooper","79",7.3,166180,"$77,177,301"
"4431","tt0095889","Gary Sherman","40",4.6,19026,"$14,114,488"
"4432","tt0082926","John Waters","72",7,8306,"N/A"
"4433","tt1194238","Denis Villeneuve","63",7.2,16956,"N/A"
"4434","tt0110008","Isao Takahata","77",7.3,30575,"$372,405"
"4435","tt1921064","Paul W.S. Anderson","39",5.5,112322,"$23,219,748"
"4436","tt1226681","Bruce McDonald","54",6.5,32886,"$3,865"
"4437","tt0876563","Hayao Miyazaki","86",7.6,144974,"$15,743,471"
"4438","tt0119918","Karl Geurs","N/A",7.1,5457,"N/A"
"4439","tt0000003","Émile Reynaud","N/A",6.5,1728,"N/A"
"4440","tt0458455","Sönke Wortmann","N/A",6.7,8760,"N/A"
"4441","tt0081353","Robert Altman","64",5.3,32407,"$49,823,037"
"4442","tt3960412","Akiva Schaffer, Jorma Taccone","68",6.7,62679,"$9,639,125"
"4443","tt2070776","Régis Roinsard","58",6.8,12339,"$179,091"
"4444","tt0104652","Hayao Miyazaki","83",7.7,90614,"$443,059"
"4445","tt0084522","Bob Clark","40",6.2,43459,"$111,289,673"
"4446","tt0409182","Wolfgang Petersen","50",5.7,105865,"$60,674,817"
"4447","tt0368563","Joel Bergvall, Simon Sandquist","N/A",5.5,7835,"N/A"
"4448","tt0082933","Andrzej Zulawski","75",7.3,33223,"$1,158,473"
"4449","tt1714886","Pablo Larraín","72",6.5,2402,"$9,750"
"4450","tt0100395","Mike Nichols","71",6.7,18068,"$39,071,603"
"4451","tt0462485","Lloyd Kaufman","N/A",6,8636,"$13,804"
"4452","tt0047238","Mario Mattoli","N/A",7.6,1874,"N/A"
"4453","tt3717490","Dean Israelite","44",5.9,108931,"$85,364,450"
"4454","tt0120791","Griffin Dunne","46",6.2,84353,"$46,732,881"
"4455","tt0929632","Lee Daniels","78",7.3,111513,"$47,566,524"
"4456","tt0093773","John McTiernan","47",7.8,424547,"$59,735,548"
"4457","tt0100403","Stephen Hopkins","46",6.3,170103,"$30,669,413"
"4458","tt1424381","Nimród Antal","51",6.4,232749,"$52,000,688"
"4459","tt2397535","Michael Spierig, Peter Spierig","69",7.4,283754,"$68,372"
"4460","tt1547234","David Koepp","66",6.5,114737,"$20,275,446"
"4461","tt0477071","Mennan Yapo","29",5.9,79258,"$47,852,604"
"4462","tt0100404","Alan J. Pakula","72",6.9,42818,"$86,303,188"
"4463","tt0078111","Louis Malle","66",6.5,11169,"$5,786,368"
"4464","tt0091790","Howard Deutch","56",6.7,82577,"$40,471,663"
"4465","tt0874425","Tate Taylor","N/A",5,2084,"$6,537"
"4466","tt0100405","Garry Marshall","51",7.1,326620,"$178,406,268"
"4467","tt5154288","Alice Lowe","71",6,8056,"N/A"
"4468","tt0307351","Alex Steyermark","48",6.1,2003,"$58,040"
"4469","tt1845849","Michael Walker","67",5.5,2265,"$7,413"
"4470","tt3169706","Matthew Warchus","79",7.8,58016,"$1,446,634"
"4471","tt0414387","Joe Wright","82",7.8,297025,"$38,405,088"
"4472","tt0032943","Robert Z. Leonard","84",7.4,8494,"N/A"
"4473","tt1374989","Burr Steers","45",5.8,57144,"$10,938,134"
"4474","tt0110889","Antonia Bird","N/A",7.1,10537,"N/A"
"4475","tt0822847","Scott Stewart","41",5.7,120636,"$29,137,000"
"4476","tt0117381","Gregory Hoblit","47",7.7,219370,"$56,116,183"
"4477","tt0119942","Mike Nichols","70",6.7,29210,"$39,001,187"
"4478","tt0390384","Shane Carruth","68",6.8,107459,"$424,760"
"4479","tt0032946","Gregory La Cava","N/A",6.9,1603,"N/A"
"4480","tt2195548","David Gordon Green","73",6.3,20187,"N/A"
"4481","tt0093777","John Carpenter","50",6.6,45139,"$14,182,492"
"4482","tt0473075","Mike Newell","50",6.6,291182,"$90,759,676"
"4483","tt1757944","Rachel Lee Goldenberg","N/A",3.6,249,"N/A"
"4484","tt0306474","Sunao Katabuchi","N/A",6.5,726,"N/A"
"4485","tt0119698","Hayao Miyazaki","76",8.4,393756,"$4,845,631"
"4486","tt1196339","Allison Liddi-Brown","N/A",5.6,24669,"N/A"
"4487","tt1392214","Denis Villeneuve","70",8.1,708748,"$61,002,302"
"4488","tt0081375","Howard Zieff","59",6.2,26771,"$69,847,348"
"4489","tt1488591","Masakazu Hashimoto","N/A",6.6,1473,"N/A"
"4490","tt2436386","Dean Israelite","47",6.3,80879,"$22,348,241"
"4491","tt1636826","Nima Nourizadeh","48",6.6,212150,"$54,731,865"
"4492","tt1604171","Joe Nussbaum","50",5.4,15401,"$10,130,219"
"4493","tt0926129","Nelson McCormick","17",3.9,36343,"$43,869,350"
"4494","tt1446714","Ridley Scott","64",7,610947,"$126,477,084"
"4495","tt0377107","John Madden","64",6.7,45133,"$7,535,331"
"4496","tt0087951","Herbert Ross","55",5.4,5032,"$26,186,631"
"4497","tt0054215","Alfred Hitchcock","97",8.5,670743,"$32,000,000"
"4498","tt1152836","Michael Mann","70",7,304373,"$97,104,620"
"4499","tt0492481","Maria Maggenti","54",6,2459,"$89,464"
"4500","tt2457282","Yukihiro Miyamoto, Akiyuki Shinbô","N/A",7.8,3695,"$375,627"
"4501","tt0110912","Quentin Tarantino","94",8.9,2040285,"$107,928,762"
"4502","tt0286751","Kiyoshi Kurosawa","70",6.5,21633,"$51,420"
"4503","tt0076578","George Butler, Robert Fiore","72",7.3,23218,"N/A"
"4504","tt0095925","Stan Winston","47",6.2,25011,"$4,385,516"
"4505","tt0272338","Paul Thomas Anderson","78",7.3,166273,"$17,844,216"
"4506","tt0067633","Peter Watkins","N/A",7.7,7118,"N/A"
"4507","tt0431340","Ted Nicolaou","N/A",3.8,2335,"N/A"
"4508","tt0087957","Albert Magnoli","55",6.5,22138,"$70,261,052"
"4509","tt0465580","Paul McGuigan","36",6.1,112059,"$31,811,527"
"4510","tt0117407","Nicolas Winding Refn","72",7.3,40662,"$1,605"
"4511","tt0396184","Nicolas Winding Refn","78",7.3,22393,"$1,605"
"4512","tt0079766","Franc Roddam","79",7.2,19307,"N/A"
"4513","tt0830515","Marc Forster","58",6.6,449816,"$168,368,427"
"4514","tt1082868","John Erick Dowdle","53",5.9,74248,"$31,691,811"
"4515","tt1699231","John Pogue","N/A",5.2,19982,"N/A"
"4516","tt0083824","Jean Yanne","N/A",5.8,1649,"N/A"
"4517","tt1441951","Dustin Hoffman","64",6.8,20490,"$18,390,117"
"4518","tt3322420","Vikas Bahl","N/A",8.1,66199,"N/A"
"4519","tt0024481","Rouben Mamoulian","N/A",7.5,8000,"N/A"
"4520","tt3993894","Alex Ross Perry","77",6.3,6461,"$91,218"
"4521","tt4341582","Mira Nair","73",7.4,17615,"$8,874,389"
"4522","tt0238546","Michael Rymer","30",5.2,56827,"$30,336,800"
"4523","tt1082009","Caroline Bottaro","70",6.9,3049,"$478,710"
"4524","tt2330546","Jean-Marc Rudnicki","N/A",5.6,622,"N/A"
"4525","tt0120800","Frederik Du Chau","50",6.2,16856,"$22,510,798"
"4526","tt0082484","Jean-Jacques Annaud","79",7.3,22633,"$20,959,585"
"4527","tt0100449","Howard Franklin, Bill Murray","56",6.8,20984,"$15,260,154"
"4528","tt0451176","Richard Glatzer, Wash Westmoreland","72",7,4196,"$1,692,693"
"4529","tt0110932","Robert Redford","92",7.5,70164,"N/A"
"4530","tt0043949","Mervyn LeRoy, Anthony Mann","N/A",7.1,15386,"N/A"
"4531","tt0790736","Robert Schwentke","25",5.6,134986,"$33,618,855"
"4532","tt0252444","Phillip Noyce","80",7.4,29065,"N/A"
"4533","tt0935075","John Cameron Mitchell","76",7,49779,"$2,229,058"
"4534","tt0076590","David Cronenberg","56",6.3,19447,"N/A"
"4535","tt0076591","Bill Melendez, Phil Roman","55",7.2,3665,"$3,223,888"
"4536","tt1084950","Jonathan Demme","82",6.7,49665,"$12,796,841"
"4537","tt0093818","Woody Allen","74",7.4,34304,"$14,792,779"
"4538","tt2008633","Peter Howitt","N/A",5.8,10026,"N/A"
"4539","tt2412568","David Leo","N/A",6.7,1200,"N/A"
"4540","tt0081398","Martin Scorsese","89",8.2,354225,"$23,383,987"
"4541","tt0082970","Milos Forman","57",7.3,9886,"$14,920,781"
"4542","tt0082971","Steven Spielberg","85",8.4,963139,"$248,159,971"
"4543","tt0095953","Barry Levinson","65",8,514891,"$172,825,435"
"4544","tt0101640","Yimou Zhang","N/A",8.1,33106,"$2,603,061"
"4545","tt0361696","Sean McNamara","33",5.8,28120,"$10,411,980"
"4546","tt0093822","Joel Coen, Ethan Coen","69",7.3,140399,"$22,847,564"
"4547","tt0350028","Garry Marshall","38",6,37228,"$37,486,512"
"4548","tt5274066","Clay Glen","N/A",5.5,1599,"N/A"
"4549","tt5662932","Anurag Kashyap","N/A",7.3,15063,"N/A"
"4550","tt0462499","Sylvester Stallone","46",7,233157,"$42,754,105"
"4551","tt0095956","Peter MacDonald","36",5.8,132465,"$53,715,611"
"4552","tt0089880","George P. Cosmatos","47",6.5,170205,"$150,415,432"
"4553","tt0493949","Elizabeth Allen Rosenbaum","56",6.5,19065,"$26,167,002"
"4554","tt0059958","Harald Philipp, Alfred Vohrer","N/A",5.8,1425,"N/A"
"4555","tt3296658","Grímur Hákonarson","82",7.2,14522,"$149,250"
"4556","tt0089881","Akira Kurosawa","96",8.2,126126,"$4,135,750"
"4557","tt0405508","Rakeysh Omprakash Mehra","N/A",8.1,119390,"$2,197,694"
"4558","tt1192628","Gore Verbinski","75",7.2,267099,"$123,477,607"
"4559","tt1401143","Jalmari Helander","71",6.6,29349,"$236,347"
"4560","tt0134928","Jôji Iida","N/A",5.2,3538,"N/A"
"4561","tt0042876","Akira Kurosawa","98",8.2,169393,"$46,808"
"4562","tt0250687","Jerry Zucker","52",6.4,117389,"$56,618,055"
"4563","tt0382932","Brad Bird, Jan Pinkava","96",8.1,734201,"$206,445,654"
"4564","tt2865120","Kevin Munroe, Jericca Cleland","29",5.5,11138,"$8,821,329"
"4565","tt0129332","Antonia Bird","46",6.9,40468,"$2,062,405"
"4566","tt4954522","Julia Ducournau","81",7,79105,"$514,870"
"4567","tt0350258","Taylor Hackford","73",7.7,148985,"$75,331,600"
"4568","tt0087981","Russell Mulcahy","N/A",6,7068,"$150,140"
"4569","tt0089885","Stuart Gordon","73",7.2,65756,"$2,023,414"
"4570","tt2217458","Bruno Barreto","44",6.9,3338,"$45,502"
"4571","tt0274117","Jacques Audiard","82",7.3,15771,"$1,471,911"
"4572","tt0089886","Martha Coolidge","71",6.9,35005,"$12,952,019"
"4573","tt0433035","Shawn Levy","56",7,330615,"$85,468,508"
"4574","tt0296166","Patricia Cardoso","71",6.9,7699,"$5,853,194"
"4575","tt0110950","Ben Stiller","67",6.6,50598,"$20,982,557"
"4576","tt4074928","Mateo Gil","59",5.9,5313,"N/A"
"4577","tt0047396","Alfred Hitchcock","100",8.5,490940,"$36,764,313"
"4578","tt0032976","Alfred Hitchcock","86",8.1,137813,"N/A"
"4579","tt0048545","Nicholas Ray","89",7.6,91813,"$212,780"
"4580","tt0265632","Chuck Sheetz","43",6.5,10873,"$36,706,141"
"4581","tt0810868","Hans Weingartner","N/A",6.7,4615,"N/A"
"4582","tt1245526","Robert Schwentke","60",7,309969,"$90,380,162"
"4583","tt0023385","Jack Conway","N/A",7,3259,"N/A"
"4584","tt1821694","Dean Parisot","47",6.6,172331,"$53,262,560"
"4585","tt0058888","Akira Kurosawa","90",8.3,19395,"$46,808"
"4586","tt0425637","John Woo","73",7.3,46674,"$627,047"
"4587","tt1234719","Dan Bradley","31",5.3,77947,"$44,806,783"
"4588","tt0058003","Michelangelo Antonioni","N/A",7.5,16071,"N/A"
"4589","tt0289765","Brett Ratner","60",7.2,275257,"$93,149,898"
"4590","tt0421239","Wes Craven","71",6.5,123527,"$57,891,803"
"4591","tt0199753","Antony Hoffman","34",5.7,58276,"$17,480,890"
"4592","tt1486185","Catherine Hardwicke","29",5.4,112962,"$37,662,162"
"4593","tt0040724","Howard Hawks, Arthur Rosson","N/A",7.8,31622,"N/A"
"4594","tt0471030","Andrea Arnold","73",6.8,13166,"$154,892"
"4595","tt0098180","Joseph Zito","N/A",5.1,9118,"$4,192,440"
"4596","tt0089893","Richard Fleischer","35",5.1,42340,"$6,948,633"
"4597","tt0873886","Kevin Smith","50",6.1,65009,"$1,104,682"
"4598","tt0485985","Anthony Hemingway","46",5.9,35912,"$49,876,377"
"4599","tt1626201","Sheldon Wilson","N/A",4.3,2075,"N/A"
"4600","tt1483797","Takeshi Koike","N/A",7.5,14772,"N/A"
"4601","tt0082979","Warren Beatty","76",7.3,23165,"$40,382,659"
"4602","tt0253556","Rob Bowman","39",6.2,137626,"$43,061,982"
"4603","tt0456630","Takashi Shimizu","N/A",6.1,6550,"$321,875"
"4604","tt1403981","Allen Coulter","40",7.1,148351,"$19,068,240"
"4605","tt2770480","Jeff Bleckner","N/A",6.9,11816,"N/A"
"4606","tt0210945","Boaz Yakin","48",7.8,216834,"$115,719,751"
"4607","tt0110971","Penny Marshall","44",6.2,18199,"$24,332,324"
"4608","tt2150332","Gilles Bourdos","64",6.5,5761,"$2,293,798"
"4609","tt0294870","Chris Columbus","53",6.8,53775,"$29,077,547"
"4610","tt0087995","Alex Cox","82",6.9,38099,"$129,000"
"4611","tt1053424","Miguel Sapochnik","32",6.3,107466,"$13,794,835"
"4612","tt0963194","Darren Lynn Bousman","32",6.4,25246,"$146,750"
"4613","tt0827517","Joachim Trier","79",7.3,13329,"$554,826"
"4614","tt0059646","Roman Polanski","91",7.6,53796,"N/A"
"4615","tt0454931","Hans-Christian Schmid","82",6.9,5878,"$9,600"
"4616","tt0180093","Darren Aronofsky","68",8.3,840283,"$3,635,482"
"4617","tt0105236","Quentin Tarantino","79",8.3,1015052,"$2,832,029"
"4618","tt0120804","Paul W.S. Anderson","33",6.6,272904,"$40,119,709"
"4619","tt1220634","Paul W.S. Anderson","37",5.8,172819,"$60,128,566"
"4620","tt0318627","Alexander Witt","35",6.1,200930,"$51,201,453"
"4621","tt1174954","Makoto Kamiya","N/A",6.4,31642,"N/A"
"4622","tt0432021","Russell Mulcahy","41",6.2,197006,"$50,648,679"
"4623","tt1855325","Paul W.S. Anderson","39",5.3,143748,"$42,345,531"
"4624","tt2592614","Paul W.S. Anderson","49",5.5,95053,"$26,830,068"
"4625","tt1498569","Gus Van Sant","47",6.7,17990,"$163,265"
"4626","tt1559549","Tim Hetherington, Sebastian Junger","85",7.4,23891,"$1,330,894"
"4627","tt0081414","Daniel Petrie","N/A",7.2,3112,"$3,910,019"
"4628","tt0117468","Louis Morneau","N/A",6.2,6350,"N/A"
"4629","tt0086190","Richard Marquand","58",8.3,1050753,"$309,306,177"
"4630","tt0816520","David Jackson","N/A",5.3,6960,"N/A"
"4631","tt0122459","Bonnie Hunt","54",6.9,21522,"$32,722,798"
"4632","tt0089908","Walter Murch","42",6.7,27959,"$11,137,801"
"4633","tt0124595","Joseph Ruben","54",6.9,14840,"$8,341,087"
"4634","tt1173745","Götz Spielmann","84",7.5,14894,"$258,388"
"4635","tt1666642","James Hayman","N/A",5.9,6134,"N/A"
"4636","tt0088000","Jeff Kanew","44",6.6,54628,"$40,874,452"
"4637","tt0028174","Victor Halperin","N/A",3.4,1747,"N/A"
"4638","tt0243558","Kunihiko Ikuhara","N/A",7.2,1614,"N/A"
"4639","tt0959337","Sam Mendes","69",7.3,214604,"$22,911,480"
"4640","tt2193185","Jack Bender","N/A",6.1,1483,"N/A"
"4641","tt1075749","Júlíus Kemp","N/A",4.8,2014,"N/A"
"4642","tt0101991","Akira Kurosawa","N/A",7.2,7022,"$516,431"
"4643","tt0088001","Bob Clark","36",3.9,7597,"$21,435,321"
"4644","tt0082992","George Cukor","52",5.8,1804,"$14,492,125"
"4645","tt0023395","Alfred Hitchcock","N/A",5.7,4481,"N/A"
"4646","tt3623726","Jonathan Demme","54",6,23761,"$26,822,144"
"4647","tt1376233","James Westby","53",NA,1006,"N/A"
"4648","tt1411250","David Twohy","49",6.4,167801,"$42,025,135"
"4649","tt1408253","Tim Story","41",6.1,115320,"$134,938,200"
"4650","tt2869728","Tim Story","32",5.9,59393,"$91,221,830"
"4651","tt0117477","Patrice Leconte","80",7.3,7723,"$1,979,768"
"4652","tt0200027","Penny Marshall","43",6.5,29297,"$30,165,536"
"4653","tt0100491","Ken Loach","N/A",7,4620,"$295,444"
"4654","tt0048021","Jules Dassin","97",8.1,34754,"$517,975"
"4655","tt0323810","Duwayne Dunham","N/A",6.1,1413,"N/A"
"4656","tt2944454","N/A","N/A",6.6,4536,NA
"4657","tt0306646","Masami Hata","N/A",7.2,838,"N/A"
"4658","tt0449092","Jonathan Liebesman","N/A",6.8,2372,"N/A"
"4659","tt0498381","F. Javier Gutiérrez","25",4.5,41165,"$27,793,018"
"4660","tt0178868","Hideo Nakata","N/A",7.2,71447,"N/A"
"4661","tt0235712","Norio Tsuruta","N/A",6,9325,"N/A"
"4662","tt0218553","Hideo Nakata","N/A",5.9,13800,"N/A"
"4663","tt1436562","Carlos Saldanha","63",6.9,229210,"$143,619,809"
"4664","tt2357291","Carlos Saldanha","49",6.3,91591,"$131,538,435"
"4665","tt0053221","Howard Hawks","93",8,63282,"$12,535,000"
"4666","tt0066301","Howard Hawks","55",6.7,12610,"N/A"
"4667","tt0265651","Liliana Cavani","N/A",6.6,18568,"N/A"
"4668","tt1954780","Chris Wojcik","N/A",3.3,770,"N/A"
"4669","tt1446192","Peter Ramsey","58",7.2,176730,"$103,412,758"
"4670","tt1318514","Rupert Wyatt","68",7.6,529319,"$176,760,185"
"4671","tt0107969","Philip Kaufman","56",6.2,46250,"$63,179,523"
"4672","tt0086200","Paul Brickman","75",6.8,92304,"$63,541,777"
"4673","tt0098206","Rowdy Herrington","36",6.6,75431,"$30,050,028"
"4674","tt0257044","Sam Mendes","72",7.7,269040,"$104,454,762"
"4675","tt3205394","Dearbhla Walsh","N/A",6.9,5257,"N/A"
"4676","tt0114287","Michael Caton-Jones","55",6.9,43454,"$31,596,911"
"4677","tt0055763","José María Forqué","N/A",7.4,1237,"N/A"
"4678","tt0026942","William A. Seiter","66",7,3428,"N/A"
"4679","tt0102797","John Irvin","N/A",5.7,5346,"N/A"
"4680","tt0070608","Wolfgang Reitherman, David Hand","57",7.5,128349,"N/A"
"4681","tt0955308","Ridley Scott","53",6.6,270894,"$105,269,730"
"4682","tt0107977","Mel Brooks","44",6.7,127765,"$35,739,755"
"4683","tt0102798","Kevin Reynolds","51",6.9,195312,"$165,493,908"
"4684","tt0093870","Paul Verhoeven","70",7.6,260228,"$53,424,681"
"4685","tt1234721","José Padilha","52",6.2,229589,"$58,607,007"
"4686","tt0100502","Irvin Kershner","42",5.8,87356,"$45,681,173"
"4687","tt0107978","Fred Dekker","40",4.1,51046,"$10,696,210"
"4688","tt1381512","Noboru Iguchi","N/A",5.2,2594,"N/A"
"4689","tt1990314","Jake Schreier","67",7,64442,"$3,325,038"
"4690","tt2145829","Jon Wright","47",4.6,7426,"N/A"
"4691","tt0301777","Greg Pak","66",6,1429,"$131,451"
"4692","tt0358082","Chris Wedge, Carlos Saldanha","64",6.4,148972,"$128,200,012"
"4693","tt0054248","Luchino Visconti","84",8.2,19420,"N/A"
"4694","tt0079813","Allan Arkush, Joe Dante","70",6.6,10335,"N/A"
"4695","tt1336608","Adam Shankman","47",5.9,78946,"$38,518,613"
"4696","tt1032755","Guy Ritchie","53",7.2,253656,"$5,700,626"
"4697","tt0075148","John G. Avildsen","70",8.1,574648,"$117,235,147"
"4698","tt0479143","Sylvester Stallone","63",7.1,217498,"$70,270,943"
"4699","tt0079817","Sylvester Stallone","61",7.3,210954,"$85,182,160"
"4700","tt0084602","Sylvester Stallone","57",6.8,192448,"$125,049,125"
"4701","tt0089927","Sylvester Stallone","40",6.8,206764,"$127,873,716"
"4702","tt0100507","John G. Avildsen","55",5.3,138646,"$40,946,358"
"4703","tt0049782","Ishirô Honda","N/A",6.2,5354,"$500,000"
"4704","tt3748528","Gareth Edwards","65",7.8,635843,"$533,539,991"
"4705","tt0430922","David Wain","61",6.8,232538,"$67,294,270"
"4706","tt0046250","William Wyler","78",8,139402,"N/A"
"4707","tt0368222","John Turturro","55",6.2,12431,"$557,471"
"4708","tt0088011","Robert Zemeckis","63",6.9,95396,"$76,572,238"
"4709","tt1565958","Jean-Pierre Améris","69",6.8,11517,"N/A"
"4710","tt0374180","Paco Plaza","N/A",5.2,3559,"N/A"
"4711","tt0038890","Roberto Rossellini","N/A",8,26899,"N/A"
"4712","tt0117509","Baz Luhrmann","60",6.7,230536,"$46,351,345"
"4713","tt0063518","Franco Zeffirelli","69",7.6,32179,"N/A"
"4714","tt0028203","George Cukor","N/A",6.5,2047,"N/A"
"4715","tt0165929","Andrzej Bartkowiak","52",6.1,71000,"$55,973,336"
"4716","tt0120032","David Mirkin","59",6.3,48932,"$29,235,353"
"4717","tt0122690","John Frankenheimer","67",7.2,185053,"$41,616,262"
"4718","tt3170832","Lenny Abrahamson","86",8.1,420305,"$14,677,654"
"4719","tt1263750","Julio Medem","N/A",6.1,24456,"N/A"
"4720","tt0040746","Alfred Hitchcock","73",7.9,144500,"N/A"
"4721","tt0091869","Margarethe von Trotta","N/A",6.9,1753,"N/A"
"4722","tt0259153","N/A","N/A",6.6,24483,NA
"4723","tt0063522","Roman Polanski","96",8,217984,"N/A"
"4724","tt0100519","Tom Stoppard","N/A",7.3,22734,"$739,104"
"4725","tt2752688","Jon Stewart","67",6.6,10782,"$3,128,941"
"4726","tt4799050","Lucia Aniello","51",5.2,52747,"$22,105,643"
"4727","tt0128442","John Dahl","54",7.3,152304,"$22,912,409"
"4728","tt0093840","Gonzalo Suárez","N/A",5.7,1072,"N/A"
"4729","tt1612774","Quentin Dupieux","59",5.7,37846,"$100,370"
"4730","tt0102817","Trent Harris","N/A",7,1898,"$15,675"
"4731","tt0108000","Victor Nunez","77",6.9,2993,"$1,001,437"
"4732","tt1839492","Jonathan Dayton, Valerie Faris","67",7.2,101843,"$2,540,106"
"4733","tt0156031","Max Fleischer","N/A",6.4,720,"N/A"
"4734","tt0058536","Larry Roemer","N/A",8,32017,"N/A"
"4735","tt0337711","John Eng, Norton Virgien, Priit Pärn","38",5.5,8490,"$39,402,572"
"4736","tt0213203","Stig Bergqvist, Paul Demeyer","62",6.1,12817,"$76,507,756"
"4737","tt0086216","Francis Ford Coppola","63",7.1,35055,"$2,494,480"
"4738","tt0113326","Stanley Tong","61",6.7,42915,"$32,392,047"
"4739","tt0398375","Rob Reiner","35",5.5,59036,"$43,000,262"
"4740","tt2199571","Jaume Collet-Serra","59",6.6,110229,"$26,461,644"
"4741","tt0130827","Tom Tykwer","77",7.7,199615,"$7,267,585"
"4742","tt0052151","Robert Wise","62",7.3,11892,"N/A"
"4743","tt0425413","David Schwimmer","48",6.6,68361,"$6,003,262"
"4744","tt0163187","Garry Marshall","39",5.6,99613,"$152,257,509"
"4745","tt0313542","Gary Fleder","61",7.1,98295,"$49,443,628"
"4746","tt2364841","Brad Furman","36",5.6,64092,"$19,316,646"
"4747","tt0439289","Ryan Murphy","52",6.1,22695,"$7,022,827"
"4748","tt1979319","Keishi Otomo","N/A",7.4,26725,"$32,445"
"4749","tt1979320","Ron Howard","74",8.1,480120,"$26,947,624"
"4750","tt0120812","Brett Ratner","60",7,269837,"$141,186,864"
"4751","tt0266915","Brett Ratner","48",6.6,221721,"$226,164,286"
"4752","tt0128445","Wes Anderson","86",7.6,186401,"$17,105,219"
"4753","tt5165344","Tinu Suresh Desai","N/A",7,26985,"$1,087,419"
"4754","tt0091877","Jim Abrahams, David Zucker, Jerry Zucker","78",6.9,29032,"$71,624,879"
"4755","tt0449089","Barry Sonnenfeld","33",5.5,60566,"$71,726,025"
"4756","tt0257076","Clark Johnson","45",6,148449,"$116,934,650"
"4757","tt1621429","Benny Boom","N/A",5.3,9680,"N/A"
"4758","tt0258153","Andrew Niccol","49",6.1,61003,"$9,688,676"
"4759","tt1742334","David Ayer","41",5.7,64040,"$10,508,518"
"4760","tt0028212","Alfred Hitchcock","85",7,17233,"N/A"
"4761","tt0035279","Alfred Hitchcock","64",7.1,26242,"N/A"
"4762","tt0114319","Sydney Pollack","56",6.3,41704,"$53,672,080"
"4763","tt0047437","Billy Wilder","72",7.6,65766,"N/A"
"4764","tt0117534","Tibor Takács","N/A",6.1,7499,"N/A"
"4765","tt1844025","Tsutomu Hanabusa","N/A",3.7,1635,"N/A"
"4766","tt0114323","Todd Haynes","76",7.1,15315,"$512,245"
"4767","tt1656190","Boaz Yakin","55",6.5,111540,"$17,142,080"
"4768","tt1702439","Lasse Hallström","34",6.6,111523,"$71,349,120"
"4769","tt0120813","John Hamburg","N/A",5.8,3412,"$45,724"
"4770","tt0014429","Fred C. Newmeyer, Sam Taylor","N/A",8.1,20963,"N/A"
"4771","tt1862079","Colin Trevorrow","72",6.9,126482,"$4,010,957"
"4772","tt2250234","John Lyde","N/A",4.9,3558,"N/A"
"4773","tt0036323","Zoltan Korda","N/A",7.5,9015,"$2,300,000"
"4774","tt0106417","Kunihiko Ikuhara","N/A",7.7,2644,"$619,902"
"4775","tt0109277","Hiroki Shibata","N/A",7.7,2067,"$167,849"
"4776","tt0112513","Hiroki Shibata","N/A",7.4,1664,"N/A"
"4777","tt4895668","Marco Martins","N/A",6.9,2025,"N/A"
"4778","tt2231489","Kei'ichi Sato","N/A",5.4,4453,"N/A"
"4779","tt2221420","Eadweard Muybridge","N/A",7.4,3049,"N/A"
"4780","tt1441952","Lasse Hallström","58",6.8,65340,"$9,047,981"
"4781","tt0102829","Percy Adlon","N/A",6.1,710,"N/A"
"4782","tt0073650","Pier Paolo Pasolini","N/A",5.8,60984,"N/A"
"4783","tt0046269","William Dieterle","N/A",5.8,1959,"N/A"
"4784","tt0944835","Phillip Noyce","65",6.4,316237,"$118,311,368"
"4785","tt0047443","Herbert J. Biberman","74",7.4,3694,"N/A"
"4786","tt0036326","Wilfred Jackson, Jack Kinney, Hamilton Luske","60",6.1,7011,"N/A"
"4787","tt0196069","Pan Nalin","N/A",7.7,8026,"N/A"
"4788","tt0770802","Ron Fricke","65",8.4,36280,"$2,672,413"
"4789","tt0130236","Amir Shervan","N/A",4.6,8886,"$384,756"
"4790","tt2126355","Brad Peyton","43",6.1,238587,"$155,190,832"
"4791","tt0028216","W.S. Van Dyke","N/A",7.2,5697,"N/A"
"4792","tt2582576","Fernando Coimbra","45",6.3,24046,"N/A"
"4793","tt0056443","Akira Kurosawa","N/A",8,38562,"$46,808"
"4794","tt0036400","Akira Kurosawa","N/A",6.7,5106,"N/A"
"4795","tt0393685","David Steiman","N/A",5.3,10321,"N/A"
"4796","tt0066327","Jules Bass, Arthur Rankin Jr.","N/A",7.7,15214,"N/A"
