"","title","rating","year","id","imdbid","titleId","averageRating","numVotes"
"354","Wife vs. Secretary",2,1936,1360,"0028505","tt0028505",7,3493
"355","Petrified Forest, The",3,1936,1369,"0028096","tt0028096",7.5,14115
"356","Mr. Deeds Goes to Town",3,1936,1992,"0027996","tt0027996",7.8,21901
"357","Born to Dance",3,1936,2363,"0027387","tt0027387",6.6,1709
"358","Revolt of the Zombies",0,1936,2554,"0028174","tt0028174",3.4,1754
"359","Earthworm Tractors",1,1936,2699,"0027562","tt0027562",6.3,424
"360","Osaka Elegy",3,1936,2853,"0028021","tt0028021",7.2,2421
"361","Theodora Goes Wild",3,1936,3280,"0028355","tt0028355",7.1,2606
"362","Great Ziegfeld, The",3,1936,3401,"0027698","tt0027698",6.7,8328
"363","Mandarin Mystery, The",3,1936,3548,"0029207","tt0029207",5.3,422
"364","Only Son, The",3,1936,3560,"0027752","tt0027752",7.7,3721
"365","Camille",3,1936,3598,"0028683","tt0028683",7.3,8180
"366","Pennies from Heaven",3,1936,4010,"0028092","tt0028092",6.5,741
"367","Romeo and Juliet",3,1936,4069,"0028203","tt0028203",6.5,2057
"368","Bullets or Ballots",3,1936,4143,"0027407","tt0027407",7,3158
"369","My Man Godfrey",2,1936,5852,"0028010","tt0028010",8,24315
"370","Sabotage",3,1936,5926,"0028212","tt0028212",7,17346
"371","Fury",2,1936,6096,"0027652","tt0027652",7.9,12841
"372","Murder at Glen Athol",3,1936,6174,"0028000","tt0028000",6,270
"373","Il caso Valdemar",0,1936,6210,"3427056","tt3427056",6.9,152
"374","These Three",2,1936,7227,"0028356","tt0028356",7.4,2810
"375","Secret Agent",3,1936,7308,"0028231","tt0028231",6.4,8585
"376","Dracula&#39;s Daughter",3,1936,7992,"0027545","tt0027545",6.3,7203
"377","Shall We Dance",1,1937,597,"0029546","tt0029546",7.5,7415
"378","Stage Door",3,1937,631,"0029604","tt0029604",7.7,8543
"379","Stella Dallas",3,1937,795,"0029608","tt0029608",7.4,5711
"380","Conquest",2,1937,1332,"0028739","tt0028739",6.5,1568
"381","Topper",2,1937,1335,"0029682","tt0029682",7.2,7767
"382","Lost Horizon",2,1937,1336,"0029162","tt0029162",7.6,13469
"383","Prisoner of Zenda, The",1,1937,1240,"0029442","tt0029442",7.6,4703
"384","Knight Without Armor",2,1937,1244,"0029087","tt0029087",6.8,1331
"385","Parnell",2,1937,1358,"0029377","tt0029377",5.3,536
"386","Snow White and the Seven Dwarfs",3,1937,1976,"0029583","tt0029583",7.6,201135
"387","A Day at the Races",2,1937,2382,"0028772","tt0028772",7.5,13959
"388","Nothing Sacred",0,1937,3968,"0029322","tt0029322",6.9,6789
"389","Make Way for Tomorrow",3,1937,4255,"0029192","tt0029192",8.2,8693
"390","Murder at the Baskervilles (Silver Blaze)",1,1937,5617,"0029565","tt0029565",5.7,723
"391","Pepe le Moko",2,1937,5740,"0029453","tt0029453",7.7,7632
"392","Awful Truth, The",3,1937,6554,"0028597","tt0028597",7.7,19945
"393","Girl Was Young, The",3,1937,7317,"0029811","tt0029811",6.8,9946
"394","Marked Woman",3,1937,7877,"0029217","tt0029217",7.1,4387
"395","Bizarre, Bizarre",3,1937,8473,"0027552","tt0027552",7.4,1876
"396","Life of Emile Zola, The",1,1937,8478,"0029146","tt0029146",7.2,8385
"397","Wee Willie Winkie",3,1937,10352,"0029751","tt0029751",6.9,1772
"398","Carefree",2,1938,594,"0029971","tt0029971",7,3994
"399","Lady Vanishes, The",3,1938,620,"0030341","tt0030341",7.8,53367
"400","Holiday",3,1938,994,"0030241","tt0030241",7.7,16624
"401","Dawn Patrol, The",0,1938,1238,"0030044","tt0030044",7.5,3171
"402","Jezebel",2,1938,1367,"0030287","tt0030287",7.4,13857
"403","Sisters, The",2,1938,1378,"0030755","tt0030755",6.7,2013
"404","Boys Town",0,1938,2467,"0029942","tt0029942",7.2,5890
"405","Mr. Wong, Detective",1,1938,2590,"0030473","tt0030473",6,1094
"406","Adventures of Robin Hood, The",2,1938,3103,"0029843","tt0029843",7.9,51648
"407","Bluebeard&#39;s Eighth Wife",2,1938,3283,"0029929","tt0029929",7.2,4052
"408","Bringing Up Baby",3,1938,3400,"0029947","tt0029947",7.8,62236
"409","Four Daughters",3,1938,3951,"0030149","tt0030149",6.9,2022
"410","Mad Miss Manton, The",3,1938,4495,"0030396","tt0030396",6.7,2451
"411","Baker&#39;s Wife, The",1,1938,6042,"0030127","tt0030127",7.5,2162
"412","Angels with Dirty Faces",1,1938,7290,"0029870","tt0029870",7.9,21909
"413","Wizard of Oz, The",3,1939,174,"0032138","tt0032138",8.1,401366
"414","Gone with the Wind",3,1939,291,"0031381","tt0031381",8.2,316736
"415","Dodge City",2,1939,383,"0031235","tt0031235",7.1,5376
"416","Women, The",3,1939,588,"0032143","tt0032143",7.7,14096
"417","Stagecoach",3,1939,593,"0031971","tt0031971",7.8,49806
"418","Wuthering Heights",2,1939,1239,"0032145","tt0032145",7.5,18501
"419","Goodbye, Mr. Chips",2,1939,1245,"0031385","tt0031385",7.9,10852
"420","Ninotchka",3,1939,1259,"0031725","tt0031725",7.8,21418
"421","Juarez",2,1939,1368,"0031516","tt0031516",6.9,2420
"422","Dark Victory",3,1939,1370,"0031210","tt0031210",7.5,11461
"423","Essex and Elizabeth",2,1939,1371,"0031826","tt0031826",7,5730
"424","Young Mr. Lincoln",2,1939,1382,"0032155","tt0032155",7.5,8546
"425","Jesse James",2,1939,1383,"0031507","tt0031507",7,4603
"426","Drums Along the Mohawk",2,1939,1384,"0031252","tt0031252",7,6375
"427","Story of Alexander Graham Bell, The",2,1939,1385,"0031981","tt0031981",7,1123
"428","Flying Deuces, The",0,1939,1973,"0031322","tt0031322",6.8,5332
"429","Hunchback of Notre Dame, The",0,1939,2086,"0031455","tt0031455",7.8,11588
"430","At the Circus",2,1939,2372,"0031060","tt0031060",6.8,6132
"431","Gorilla, The",3,1939,2555,"0031387","tt0031387",4.8,1526
"432","Mr. Wong in Chinatown",1,1939,2622,"0031680","tt0031680",5.8,842
"433","Of Mice and Men",1,1939,2851,"0031742","tt0031742",7.9,6232
"434","Rules of the Game, The",3,1939,3089,"0031885","tt0031885",7.9,29475
"435","Babes in Arms",3,1939,3723,"0031066","tt0031066",6.3,2704
"436","Destry Rides Again",3,1939,5634,"0031225","tt0031225",7.6,11821
"437","Nancy Drew... Reporter",3,1939,5763,"0031709","tt0031709",6.5,1280
"438","Adventures of Sherlock Holmes, The",3,1939,5863,"0031022","tt0031022",7.3,6942
"439","Mr. Smith Goes to Washington",2,1939,5946,"0031679","tt0031679",8.1,116441
"440","Jamaica Inn",3,1939,7322,"0031505","tt0031505",6.3,10382
"441","Le jour se l&egrave;ve",2,1939,8098,"0031514","tt0031514",7.7,7830
"442","Gulliver&#39;s Travels",0,1939,8511,"0031397","tt0031397",6.6,4477
"443","Love Affair",3,1939,9038,"0031593","tt0031593",7.3,5780
"444","Pinocchio",1,1940,478,"0032910","tt0032910",7.5,148747
"445","Rebecca",3,1940,618,"0032976","tt0032976",8.1,138224
"446","Thief of Bagdad, The",0,1940,1265,"0033152","tt0033152",7.4,13522
"447","Mortal Storm, The",3,1940,1501,"0032811","tt0032811",7.7,5503
"448","Comrade X",2,1940,1355,"0032349","tt0032349",6.5,1677
"449","Boom Town",1,1940,1356,"0032273","tt0032273",7.1,3536
"450","Strange Cargo",0,1940,1357,"0033105","tt0033105",6.9,2793
"451","Return of Frank James, The",0,1940,1366,"0032983","tt0032983",6.6,3406
"452","All This, and Heaven Too",2,1940,1373,"0032194","tt0032194",7.4,5018
"453","Letter, The",2,1940,1380,"0032701","tt0032701",7.6,13488
"454","Grapes of Wrath, The",3,1940,1387,"0032551","tt0032551",8.1,94052
"455","A Chump at Oxford",0,1940,1975,"0032339","tt0032339",7.2,4033
"456","Ape, The",3,1940,2556,"0032215","tt0032215",4.6,1892
"457","Santa Fe Trail",1,1940,2678,"0033021","tt0033021",6.2,3884
"458","His Girl Friday",3,1940,3033,"0032599","tt0032599",7.8,59467
"459","Sea Hawk, The",3,1940,3050,"0033028","tt0033028",7.6,10060
"460","Great Dictator, The",3,1940,3470,"0032553","tt0032553",8.4,224813
"461","Pride and Prejudice",3,1940,4257,"0032943","tt0032943",7.4,8543
"462","Primrose Path",3,1940,4354,"0032946","tt0032946",6.9,1609
"463","Chamber of Horrors / Door with the Seven Locks",2,1940,4363,"0032406","tt0032406",5.5,600
"464","Dance, Girl, Dance",3,1940,4415,"0032376","tt0032376",6.8,2746
"465","Philadelphia Story, The",3,1940,4943,"0032904","tt0032904",7.9,70013
"466","Fantasia",0,1940,5039,"0032455","tt0032455",7.7,97608
"467","Anne Of Windy Poplars",3,1940,5320,"0032211","tt0032211",6.4,202
"468","Gaslight",3,1940,5773,"0031359","tt0031359",7.3,4743
"469","Last Alarm, The",3,1940,5802,"0032690","tt0032690",5.7,209
"470","Foreign Correspondent",1,1940,7311,"0032484","tt0032484",7.5,21431
"471","Shop Around the Corner, The",3,1940,7861,"0033045","tt0033045",8,34192
"472","Knute Rockne All American",1,1940,8480,"0032676","tt0032676",6.7,1981
"473","Two-Faced Woman",2,1941,1331,"0034328","tt0034328",6.2,1876
"474","Shanghai Gesture, The",3,1941,1512,"0034175","tt0034175",6.6,2799
"475","Maltese Falcon, The",1,1941,1230,"0033870","tt0033870",8,159658
"476","Citizen Kane",1,1941,1266,"0033467","tt0033467",8.3,443182
"477","Dumbo",2,1941,1117,"0033563","tt0033563",7.2,133448
"478","Little Foxes, The",2,1941,1372,"0033836","tt0033836",7.9,12152
"479","Lady Eve, The",2,1941,1386,"0033804","tt0033804",7.7,21804
"480","Devil and Miss Jones, The",3,1941,1682,"0033533","tt0033533",7.6,4377
"481","Mr. Bug Goes to Town",1,1941,1941,"0033727","tt0033727",6.9,1310
"482","High Sierra",1,1941,2410,"0033717","tt0033717",7.5,17680
"483","Wolf Man, The",2,1941,2436,"0034398","tt0034398",7.2,28090
"484","Cheers for Miss Bishop",3,1941,2446,"0033459","tt0033459",6.5,762
"485","Men of Boys Town",1,1941,2468,"0033902","tt0033902",6.6,1165
"486","49th Parallel",0,1941,2867,"0033627","tt0033627",7.3,6940
"487","Buck Privates",3,1941,2906,"0033436","tt0033436",7,4524
"488","Hold That Ghost",3,1941,2910,"0033723","tt0033723",7.3,3874
"489","Meet John Doe",3,1941,3717,"0033891","tt0033891",7.6,13848
"490","Sullivan&#39;s Travels",3,1941,4359,"0034240","tt0034240",7.9,26779
"491","Murder by Invitation",3,1941,6171,"0033928","tt0033928",5.9,353
"492","Ladies In Retirement",1,1941,6318,"0033802","tt0033802",7.1,1448
"493","Suspicion",3,1941,7329,"0034248","tt0034248",7.3,39240
"494","Sun valley serenade",0,1941,8625,"0034241","tt0034241",7.1,1715
"495","How Green Was My Valley",3,1941,8983,"0033729","tt0033729",7.7,24588
"496","Reluctant Dragon, The",3,1941,9025,"0034091","tt0034091",6.8,3455
"497","King of the Zombies",3,1941,9192,"0033787","tt0033787",5.2,2284
"498","Ball of Fire",2,1941,10347,"0033373","tt0033373",7.7,12840
"499","Major and the Minor, The",3,1942,681,"0035019","tt0035019",7.4,7066
"500","Now, Voyager",3,1942,689,"0035140","tt0035140",7.9,17468
"501","Casablanca",1,1942,1076,"0034583","tt0034583",8.5,572343
"502","Magnificent Ambersons, The",2,1942,1289,"0035015","tt0035015",7.6,25184
"503","Bambi",1,1942,1116,"0034492","tt0034492",7.3,144558
"504","Son of Fury: The Story of Benjamin Blake",1,1942,1388,"0035360","tt0035360",7.1,1692
"505","For Me and My Gal",3,1942,1675,"0034746","tt0034746",7,3635
"506","I Married an Angel",3,1942,1686,"0034882","tt0034882",5.7,525
"507","Cat People",3,1942,2708,"0034587","tt0034587",7.2,23668
"508","Black Dragons",0,1942,3518,"0034521","tt0034521",4.3,1173
"509","There Was a Father",0,1942,3789,"0034591","tt0034591",7.6,2864
"510","Tales of Manhattan",2,1942,3875,"0035415","tt0035415",7.3,2368
"511","Man Who Came to Dinner, The",3,1942,4475,"0033874","tt0033874",7.5,8061
"512","Woman of the Year",3,1942,4870,"0035567","tt0035567",7.2,10334
"513","To Be or Not to Be",0,1942,5303,"0035446","tt0035446",8.2,38046
"514","Sherlock Holmes and the Secret Weapon",1,1942,5859,"0035317","tt0035317",6.5,6110
"515","Saboteur",1,1942,5938,"0035279","tt0035279",7.1,26291
"516","Saboteur",1,1942,5939,"0035279","tt0035279",7.1,26291
"517","Mrs. Miniver",3,1942,6384,"0035093","tt0035093",7.6,18091
"518","Saludos Amigos",0,1942,7696,"0036326","tt0036326",6.1,7035
"519","Corpse Vanishes, The",1,1942,7697,"0034613","tt0034613",4.5,3265
"520","Gay Sisters, The",3,1942,10343,"0034770","tt0034770",6.6,786
"521","Old Acquaintance",3,1943,1374,"0036230","tt0036230",7.4,3581
"522","Watch on the Rhine",3,1943,1375,"0036515","tt0036515",7.1,4552
"523","Girl Crazy",1,1943,1691,"0035942","tt0035942",6.8,2061
"524","I Walked with a Zombie",3,1943,1955,"0036027","tt0036027",7,12721
"525","Sky&#39;s the Limit, The",1,1943,1959,"0036363","tt0036363",6.3,1074
"526","Sahara",0,1943,1987,"0036323","tt0036323",7.5,9040
"527","Guadalcanal Diary",0,1943,1988,"0035957","tt0035957",6.6,2189
"528","Tender Comrade",3,1943,2407,"0036418","tt0036418",6.2,940
"529","Day of Wrath",3,1943,3753,"0036506","tt0036506",8.1,10430
"530","Life and Death of Colonel Blimp, The",2,1943,3839,"0036112","tt0036112",8,15142
"531","Le Corbeau: The Raven",3,1943,3890,"0035753","tt0035753",7.8,10206
"532","Shadow of a Doubt",3,1943,4617,"0036342","tt0036342",7.8,66375
"533","Judo Saga (Sanshiro Sugata)",0,1943,4699,"0036400","tt0036400",6.7,5117
"534","Cry &#39;Havoc&#39;",3,1943,5209,"0035770","tt0035770",6.9,1102
"535","Fires Were Started",0,1943,5554,"0035881","tt0035881",6.5,1234
"536","Ox-Bow Incident, The",1,1943,6310,"0036244","tt0036244",8,23712
"537","So Proudly We Hail!",3,1943,6315,"0036367","tt0036367",7.5,1812
"538","Jane Eyre",3,1943,6781,"0036969","tt0036969",7.5,8913
"539","More the Merrier, The",1,1943,7410,"0036172","tt0036172",7.7,6863
"540","La main du diable",1,1943,7475,"0035017","tt0035017",7.4,1614
"541","Angels of Sin",3,1943,7834,"0035636","tt0035636",7.3,1627
"542","Seventh Victim, The",3,1943,8090,"0036341","tt0036341",6.7,7019
"543","China",3,1943,8501,"0035735","tt0035735",6.6,534
"544","Ossessione",1,1943,8801,"0035160","tt0035160",7.6,7779
"545","Millions Like Us",3,1943,10283,"0036160","tt0036160",6.8,982
"546","Arsenic and Old Lace",3,1944,201,"0036613","tt0036613",7.9,71630
"547","Double Indemnity",3,1944,1416,"0036775","tt0036775",8.3,158366
"548","Mr. Skeffington",2,1944,1376,"0037094","tt0037094",7.6,6161
"549","Meet Me in St. Louis",3,1944,1676,"0037059","tt0037059",7.5,25007
"550","Hail the Conquering Hero",2,1944,1683,"0036891","tt0036891",7.6,4792
"551","Torment",0,1944,2045,"0036914","tt0036914",7.3,3575
"552","Window in the Window",1,1944,2181,"0037469","tt0037469",7.6,16422
"553","Laura",3,1944,2715,"0037008","tt0037008",7.9,48055
"554","Cover Girl",3,1944,3134,"0036723","tt0036723",6.7,5604
"555","Since You Went Away",3,1944,3154,"0037280","tt0037280",7.5,4691
"556","To Have and Have Not",3,1944,3245,"0037382","tt0037382",7.8,35406
"557","I&#39;ll Be Seeing You",3,1944,3279,"0036940","tt0036940",7.1,2333
"558","National Velvet",3,1944,4222,"0037120","tt0037120",7.3,7459
"559","Most Beautiful (Ichiban utsukushiku), The",3,1944,4698,"0036947","tt0036947",5.7,2148
"560","Lifeboat",3,1944,5983,"0037017","tt0037017",7.6,29530
"561","Three Caballeros, The",0,1944,6319,"0038166","tt0038166",6.3,14423
"562","Minstrel Man",1,1944,6420,"0037076","tt0037076",4.9,179
"563","A Canterbury Tale",3,1944,6515,"0036695","tt0036695",7.4,5987
"564","Uninvited, The",3,1944,9270,"0037415","tt0037415",7.2,11368
"565","Die Feuerzangenbowle",1,1944,9718,"0036818","tt0036818",7.7,6226
"566","Mildred Pierce",3,1945,794,"0037913","tt0037913",7.9,26393
"567","I Know Where I&#39;m Going",3,1945,1213,"0037800","tt0037800",7.5,8991
"568","Seventh Veil, The",3,1945,1280,"0038924","tt0038924",6.7,2099
"569","Brief Encounter",3,1945,1544,"0037558","tt0037558",8,40730
"570","Along Came Jones",0,1945,1639,"0037508","tt0037508",6.4,2182
"571","Isle of the Dead",3,1945,2004,"0037820","tt0037820",6.5,4851
"572","Enchanted Cottage, The",3,1945,2434,"0037671","tt0037671",7.5,3249
"573","Objective, Burma!",0,1945,3271,"0037954","tt0037954",7.3,5024
"574","Lost Weekend, The",2,1945,3583,"0037884","tt0037884",7.9,37711
"575","Detour",1,1945,3999,"0037638","tt0037638",7.3,17966
"576","Spellbound",3,1945,4252,"0038109","tt0038109",7.5,49280
"577","Rome, Open City",3,1945,4428,"0038890","tt0038890",8,26981
"578","Scarlet Street",3,1945,5081,"0038057","tt0038057",7.8,17282
"579","Children of Paradise",2,1945,5129,"0037674","tt0037674",8.3,20149
"580","Keep Your Powder Dry",3,1945,5677,"0037843","tt0037843",6.4,536
"581","Woman in Green, The",3,1945,5856,"0038259","tt0038259",6.6,6288
"582","Anchors Aweigh",0,1945,6017,"0037514","tt0037514",7,8937
"583","Thin Man Goes Home",2,1945,6848,"0037365","tt0037365",7.3,5791
"584","Red Dragon, The",1,1945,6945,"0038017","tt0038017",6.4,703
"585","Dead of Night",3,1945,7185,"0037635","tt0037635",7.6,13131
"586","Les dames du Bois de Boulogne",3,1945,7835,"0037630","tt0037630",7.2,4523
"587","Wicked Lady, The",3,1945,9005,"0038250","tt0038250",6.8,1506
"588","Leave Her to Heaven",3,1945,10235,"0037865","tt0037865",7.6,13502
"589","Corn Is Green, The",3,1945,10345,"0037614","tt0037614",7.3,3051
"590","Notorious",2,1946,622,"0038787","tt0038787",7.9,102024
"591","Harvey Girls, The",3,1946,786,"0038589","tt0038589",7,4447
"592","Big Sleep, The",1,1946,971,"0038355","tt0038355",7.9,86512
"593","Postman Always Rings Twice, The",1,1946,1424,"0038854","tt0038854",7.4,21366
"594","Stairway to Heaven",0,1946,1231,"0038733","tt0038733",8,22505
"595","Beauty and the Beast",3,1946,1268,"0038348","tt0038348",7.9,26805
"596","Deception",0,1946,1377,"0038461","tt0038461",7,3652
"597","Devotion",3,1946,1381,"0038474","tt0038474",6.6,966
"598","Two Sisters from Boston",3,1946,1680,"0039054","tt0039054",6.6,616
"599","It&#39;s a Wonderful Life",3,1946,2235,"0038650","tt0038650",8.6,457694
"600","Jolson Story, The",1,1946,2654,"0038661","tt0038661",7.2,1660
"601","Gilda",0,1946,2809,"0038559","tt0038559",7.6,32807
"602","Strange Woman, The",3,1946,3145,"0038990","tt0038990",6.6,2172
"603","My Darling Clementine",1,1946,3783,"0038762","tt0038762",7.7,24019
"604","Best Years of Our Lives, The",2,1946,3982,"0036868","tt0036868",8.1,65315
"605","Dressed to Kill",3,1946,4002,"0038494","tt0038494",6.8,6294
"606","Duel in the sun",2,1946,4900,"0038499","tt0038499",6.8,8900
"607","Chase, The",1,1946,5497,"0038409","tt0038409",6.5,2170
"608","Song of the South",2,1946,5646,"0038969","tt0038969",7,14152
"609","Terror by Night",1,1946,5872,"0039017","tt0039017",6.8,6286
"610","Dark Corner, The",1,1946,5961,"0038453","tt0038453",7.1,4664
"611","Stranger, The",3,1946,7671,"0038991","tt0038991",7.3,26944
"612","Make Mine Music",1,1946,8052,"0038718","tt0038718",6.2,4530
"613","Years Between, The",3,1946,8354,"0039112","tt0039112",6.7,180
"614","Great Expectations",2,1946,9182,"0038574","tt0038574",7.8,24812
"615","She-Wolf of London",3,1946,10597,"0038934","tt0038934",5.2,2774
"616","Black Narcissus",3,1947,1211,"0039192","tt0039192",7.7,25368
"617","Exile, The",1,1947,1235,"0039360","tt0039360",6.7,520
"618","Odd Man Out",2,1947,1278,"0039677","tt0039677",7.7,10456
"619","Good News",2,1947,1679,"0039431","tt0039431",6.8,2674
"620","Shocking Miss Pilgrim, The",3,1947,1681,"0039819","tt0039819",6.4,479
"621","Egg and I, The",3,1947,2287,"0039349","tt0039349",7,2871
"622","Paradine Case, The",2,1947,2330,"0039694","tt0039694",6.5,11543
"623","Ghost and Mrs. Muir, The",3,1947,3047,"0039420","tt0039420",7.8,19522
"624","Gunfighters",2,1947,3112,"0039441","tt0039441",6.3,804
"625","Crossfire",2,1947,4411,"0039286","tt0039286",7.3,8871
"626","Calendar Girl",2,1947,5779,"0039236","tt0039236",5.8,265
"627","Build My Gallows High",2,1947,6550,"0039689","tt0039689",8,38002
"628","Nada",3,1947,7432,"0039650","tt0039650",6.3,155
"629","Fun &amp; Fancy Free",1,1947,8053,"0039404","tt0039404",6.4,8567
"630","Body and Soul",3,1947,8619,"0039204","tt0039204",7.6,5029
"631","Dishonored Lady",3,1947,8646,"0039324","tt0039324",6.5,1488
"632","Unfinished Dance, The",3,1947,8729,"0039938","tt0039938",6.5,474
"633","Lady from Shanghai, The",0,1947,8756,"0040525","tt0040525",7.5,30950
