"Combined","YearOfLaunch","Segment","Trim_Count","AVG_MSRP_CAD","MSRP_Range_CAD","StdDev_MSRP_CAD","Error.MSRP_CAD"
"2005 Volvo S60",2004,"Compact Car",16,45965,24500,6773.08398491165,1693.27099622791
"2005 Volvo S80",2004,"Mid-Size Car",2,58965,7900,5586.14357137373,3950
"2005 Volvo V50",2004,"Compact Car",10,37365,10500,3599.76851107586,1138.34675443528
"2005 Volvo V70",2004,"Compact Car",18,47031.6666666667,24000,6412.69421217194,1511.48652103417
"2005 Volvo XC70",2004,"Mid-Size Car",4,51690,7400,3561.24978062477,1780.62489031239
"2005 Volvo XC90",2004,"Mid-Size SUV/Crossover",3,56081.6666666667,12600,6312.94965395205,3644.78318208977
"2006 Acura CSX",2005,"Compact Car",6,28698.3333333333,6500,2432.62546781593,993.115188574708
"2006 Acura MDX",2005,"Mid-Size SUV/Crossover",3,54315,5600,2805.35202782111,1619.67074843418
"2006 Acura RL",2005,"Full-Size Car",1,69515,0,NA,NA
"2006 Acura RSX",2005,"Compact Car",5,29615,6200,2361.14379062352,1055.93560409714
"2006 Acura TL",2005,"Mid-Size Car",4,43915,3800,1716.58575861116,858.292879305582
"2006 Acura TSX",2005,"Mid-Size Car",4,37965,4100,1782.32058470598,891.16029235299
"2006 Audi A3",2005,"Subcompact Car",7,37715,12000,3868.67763798777,1462.22270468463
"2006 Audi A4",2005,"Compact Car",20,45750,30700,7295.00730492762,1631.21322301757
"2006 Audi A6",2005,"Mid-Size Car",3,68715,12400,6392.96488336984,3690.9799963334
"2006 Audi A8",2005,"Full-Size Car",1,97115,0,NA,NA
"2006 Audi A8 L",2005,"Full-Size Car",2,136115,69600,49214.6319705837,34800
"2006 Audi S4",2005,"Compact Car",10,73675,14500,5331.70808569928,1686.0341369946
"2006 Audi TT",2005,"Sports Car",4,61465,9500,3897.43505398102,1948.71752699051
"2006 BMW 3 Series",2005,"Compact Car",26,51084.2307692308,38800,10162.3528468862,1993.00136424184
"2006 BMW 5 Series",2005,"Mid-Size Car",12,68248.3333333333,20000,7041.09151317959,2032.58804026151
"2006 BMW 6 Series",2005,"Mid-Size Car",5,111215,29000,11840.6080924925,5295.28091794949
"2006 BMW 7 Series",2005,"Full-Size Car",3,127215,74000,41001.4633885182,23672.2059245296
"2006 BMW M3",2005,"Compact Car",4,81815,15000,6481.25502249886,3240.62751124943
"2006 BMW M5",2005,"Mid-Size Car",1,115415,0,NA,NA
"2006 BMW X3",2005,"Compact SUV/Crossover",4,47465,5300,3059.95642670502,1529.97821335251
"2006 BMW X5",2005,"Mid-Size SUV/Crossover",5,74395,38700,14750.8304850947,6596.7719378496
"2006 BMW Z4",2005,"Sports Car",6,61881.6666666667,16000,6605.351365875,2696.62340303161
"2006 Buick Allure",2005,"Full-Size Car",3,29781.6666666667,8000,4105.28115155751,2370.18517795082
"2006 Buick Lucerne",2005,"Full-Size Car",4,35840,11700,5051.9798099359,2525.98990496795
"2006 Buick Rainier",2005,"Mid-Size SUV/Crossover",2,50465,2100,1484.92424049175,1050
"2006 Buick Rendezvous",2005,"Mid-Size SUV/Crossover",10,36265,13400,4923.46986946763,1556.93787787296
"2006 Buick Terraza",2005,"Minivan",5,36275,9100,3783.25256888831,1691.92198401699
"2006 Cadillac CTS",2005,"Mid-Size Car",4,38440,5700,2525.04125378841,1262.5206268942
"2006 Cadillac CTS-V",2005,"Mid-Size Car",1,68815,0,NA,NA
"2006 Cadillac DTS",2005,"Full-Size Car",2,58265,11100,7848.88527117068,5550
"2006 Cadillac DTS",2005,NA,3,58581.6666666667,15900,9038.98961905219,5218.66308976202
"2006 Cadillac DTS Professional",2005,NA,1,52615,0,NA,NA
"2006 Cadillac Escalade",2005,"Full-Size SUV/Crossover",1,78015,0,NA,NA
"2006 Cadillac Escalade ESV",2005,"Full-Size SUV/Crossover",2,89965,17500,12374.3686707646,8750
"2006 Cadillac Escalade EXT",2005,"LD Full-Size Pickup",1,71815,0,NA,NA
"2006 Cadillac SRX",2005,"Mid-Size SUV/Crossover",4,55815,14000,6930.12746395524,3465.06373197762
"2006 Cadillac STS",2005,"Mid-Size Car",6,72815,41400,15478.1135801492,6318.91340870143
"2006 Cadillac XLR",2005,"Sports Car",1,97615,0,NA,NA
"2006 Cadillac XLR-V",2005,"Sports Car",1,113015,0,NA,NA
"2006 Chevrolet Avalanche",2005,"LD Full-Size Pickup",10,45765,10600,3496.1089482134,1105.566722445
"2006 Chevrolet Aveo",2005,"Subcompact Car",8,13327.5,2600,958.328157335919,338.820169327118
"2006 Chevrolet CC4500",2005,NA,32,53036.875,28900,8350.34225201617,1476.14590790729
"2006 Chevrolet CC5500",2005,NA,46,54862.8260869565,28100,7336.68829711895,1081.73567422596
"2006 Chevrolet Cobalt",2005,"Compact Car",14,19472.1428571429,9500,3075.63984230281,821.999323929182
"2006 Chevrolet Colorado",2005,"Mid-Size Pickup",89,26229.606741573,16300,3201.01370881865,339.306774521907
"2006 Chevrolet Colorado",2005,NA,2,20715,1400,989.949493661167,700
"2006 Chevrolet Corvette",2005,"Sports Car",5,77715,22100,9151.77578396674,4092.79855355721
"2006 Chevrolet Epica",2005,"Mid-Size Car",1,26615,0,NA,NA
"2006 Chevrolet Equinox",2005,"Compact SUV/Crossover",4,27815,4900,2011.63283594861,1005.81641797431
"2006 Chevrolet Express",2005,NA,5,31255,10700,4563.22254552635,2040.73516165131
"2006 Chevrolet Express Cargo Van",2005,"Minivan",15,32328.3333333333,11200,3536.31500428395,913.072607902344
"2006 Chevrolet Express Commercial Cutaway",2005,NA,2,33465,6500,4596.19407771256,3250
"2006 Chevrolet Express Passenger",2005,"Minivan",14,36265,8900,2430.81183020121,649.661788594988
"2006 Chevrolet HHR",2005,"Compact Car",4,20715,3400,1446.83562761405,723.417813807024
"2006 Chevrolet Impala",2005,"Full-Size Car",6,27431.6666666667,8200,3270.11722521788,1335.01976681163
"2006 Chevrolet Impala",2005,NA,2,27965,300,212.132034355964,150
"2006 Chevrolet Malibu",2005,"Mid-Size Car",5,25355,9900,4445.55958232482,1988.11468482077
"2006 Chevrolet Malibu Maxx",2005,"Compact Car",3,29548.3333333333,5900,3406.36658821879,1966.66666666667
"2006 Chevrolet Monte Carlo",2005,"Sports Car",4,28415,8200,3685.10515453766,1842.55257726883
"2006 Chevrolet Optra",2005,"Compact Car",8,16815,4500,1485.16473352766,525.08502712826
"2006 Chevrolet Silverado 1500",2005,"LD Full-Size Pickup",100,33648,29500,6449.16492910736,644.916492910736
"2006 Chevrolet Silverado 1500HD",2005,"LD Full-Size Pickup",4,42015,10400,4323.57876455759,2161.78938227879
"2006 Chevrolet Silverado 2500",2005,NA,84,40585.2380952381,29100,6140.24409392567,669.955555855236
"2006 Chevrolet Silverado 2500HD",2005,"HD Full-Size Pickup",144,42368.4722222222,29800,6105.56221467483,508.796851222902
"2006 Chevrolet Silverado 3500",2005,"HD Full-Size Pickup",72,44116.3888888889,25600,5665.30068457406,667.662088587185
"2006 Chevrolet Silverado 3500",2005,NA,150,41259,29100,5858.27562415687,478.326201725633
"2006 Chevrolet SSR",2005,"Mid-Size Pickup",2,50565,1100,777.817459305202,550
"2006 Chevrolet Suburban",2005,"Full-Size SUV/Crossover",31,53240.8064516129,22500,5152.92588354328,925.492809635377
"2006 Chevrolet Tahoe",2005,"Full-Size SUV/Crossover",8,49065,11800,4301.49475680921,1520.80805588909
"2006 Chevrolet Tahoe Police Vehicle",2005,NA,1,42615,0,NA,NA
"2006 Chevrolet Tahoe Special Service",2005,NA,1,43515,0,NA,NA
"2006 Chevrolet TrailBlazer",2005,"Mid-Size SUV/Crossover",11,41815,21500,6088.02102493084,1835.60740504459
"2006 Chevrolet TrailBlazer EXT",2005,"Mid-Size SUV/Crossover",5,36675,11300,4395.2246814014,1965.60423279968
"2006 Chevrolet Uplander",2005,"Minivan",8,28540,12100,3943.80164670733,1394.34444402071
"2006 Chevrolet Uplander Cargo Van",2005,"Minivan",1,24615,0,NA,NA
"2006 Chrysler 300",2005,"Full-Size Car",5,41455,20400,8420.09501134043,3765.58096447281
"2006 Chrysler Crossfire",2005,"Sports Car",7,53215,26600,9006.10903775876,3403.98925632013
"2006 Chrysler Pacifica",2005,"Mid-Size SUV/Crossover",4,42465,11900,5241.18307255146,2620.59153627573
"2006 Chrysler PT Cruiser",2005,"Compact Car",13,29130.3846153846,12500,4018.88171714598,1114.63723855343
"2006 Chrysler Sebring",2005,"Mid-Size Car",5,33595,16000,7143.66852534466,3194.74568627927
"2006 Chrysler Town & Country",2005,"Minivan",2,46265,2900,2050.60966544099,1450
"2006 Dodge Caravan",2005,"Minivan",3,29581.6666666667,1800,986.576572463249,569.600249687835
"2006 Dodge Caravan Cargo Van",2005,"Minivan",1,27115,0,NA,NA
"2006 Dodge Charger",2005,"Sports Car",4,35065,17100,8095.4719854167,4047.73599270835
"2006 Dodge Charger",2005,NA,2,31065,1500,1060.66017177982,750
"2006 Dodge Dakota",2005,"Mid-Size Pickup",36,30795.5555555556,11500,2788.83687423827,464.806145706379
"2006 Dodge Durango",2005,"Full-Size SUV/Crossover",3,46748.3333333333,7400,3931.07279674815,2269.60593740656
"2006 Dodge Grand Caravan",2005,"Minivan",3,33148.3333333333,4700,2657.69323537035,1534.41990486452
"2006 Dodge Grand Caravan Cargo Van",2005,"Minivan",1,28815,0,NA,NA
"2006 Dodge Magnum",2005,"Full-Size Car",6,36931.6666666667,17600,6812.75764038812,2781.29666003307
"2006 Dodge Magnum",2005,NA,2,32115,1400,989.949493661167,700
"2006 Dodge Ram 1500",2005,"LD Full-Size Pickup",98,34788.4693877551,18800,4256.09450277822,429.93046918361
"2006 Dodge Ram 2500",2005,"HD Full-Size Pickup",84,43872.1428571429,23200,5170.68394521205,564.167870800646
"2006 Dodge Ram 3500",2005,"HD Full-Size Pickup",68,45970.8823529412,23700,5464.22236695258,662.634293553177
"2006 Dodge Ram SRT-10",2005,"LD Full-Size Pickup",2,64665,6300,4454.77272147525,3150
"2006 Dodge Sprinter",2005,"Minivan",8,44277.5,9400,3095.59018144014,1094.45640453541
"2006 Dodge Sprinter",2005,NA,2,40165,700,494.974746830583,350
"2006 Dodge Sprinter Wagon",2005,"Minivan",4,46115,8500,3621.23367560467,1810.61683780234
"2006 Dodge Viper",2005,"Sports Car",2,99165,1500,1060.66017177982,750
"2006 Ford Crown Victoria",2005,"Full-Size Car",4,36140,5100,2257.39525412218,1128.69762706109
"2006 Ford E-150",2005,"Minivan",6,35915,7600,3088.04145049901,1260.68764304777
"2006 Ford E-350",2005,"Minivan",11,40096.8181818182,13700,4006.69893598663,1208.06518350762
"2006 Ford Econoline",2005,NA,50,32701,16000,4003.82521178568,566.226391587863
"2006 Ford Escape",2005,"Compact SUV/Crossover",6,28931.6666666667,13500,4691.44611678176,1915.27485697948
"2006 Ford Escape Hybrid",2005,"Compact SUV/Crossover",2,35015,2800,1979.89898732233,1400
"2006 Ford Expedition",2005,"Full-Size SUV/Crossover",4,52715,13300,5660.97753631532,2830.48876815766
"2006 Ford Explorer",2005,"Mid-Size SUV/Crossover",5,45375,11300,4480.29016917431,2003.64667543956
"2006 Ford F-150",2005,"LD Full-Size Pickup",96,34552.5,26700,6502.23038656737,663.631109879578
"2006 Ford Five Hundred",2005,"Full-Size Car",6,33681.6666666667,8600,3020.37525262453,1233.06303344332
"2006 Ford Focus",2005,"Compact Car",15,20761.6666666667,6900,2139.71515683302,552.472077869458
"2006 Ford Freestar",2005,"Minivan",5,29875,14500,5735.24193038097,2564.87816474779
"2006 Ford Freestar Cargo Van",2005,"Minivan",1,23315,0,NA,NA
"2006 Ford Freestyle",2005,"Subcompact SUV/Crossover",5,37235,10000,3853.18050446641,1723.19470751276
"2006 Ford Fusion",2005,"Mid-Size Car",6,25565,5300,1846.88927659457,753.989389845772
"2006 Ford GT",2005,"Sports Car",1,185015,0,NA,NA
"2006 Ford Mustang",2005,"Sports Car",8,31115,14200,5303.3682019745,1875.02380937264
"2006 Ford Police Interceptor",2005,NA,4,34465,1700,873.689494805411,436.844747402705
"2006 Ford Ranger",2005,"Mid-Size Pickup",46,23523.6956521739,14100,3323.84155839505,490.073701318707
"2006 Ford Super",2005,NA,5,31735,6200,2435.56974853934,1089.21990433521
"2006 Ford Super Duty F-250",2005,"HD Full-Size Pickup",184,42709.5652173913,33900,6758.6878173294,498.25707641366
"2006 Ford Super Duty F-350",2005,"HD Full-Size Pickup",184,43742.7173913043,33600,6795.67068922687,500.983489902054
"2006 Ford Super Duty F-350",2005,NA,96,41446.25,29400,6502.83035543593,663.692343945808
"2006 Ford Super Duty F-350 DRW",2005,"HD Full-Size Pickup",113,44229.1592920354,27100,6182.96720342953,581.644627679753
"2006 Ford Super Duty F-350 DRW",2005,NA,96,41279.5833333333,28700,6696.61311358081,683.470213879313
"2006 Ford Super Duty F-450 DRW",2005,NA,136,46117.9411764706,28300,6264.63254429441,537.187808892103
"2006 Ford Super Duty F-550 DRW",2005,NA,136,48656.1764705882,28100,6289.4440735102,539.315379969969
"2006 Ford Taurus",2005,"Full-Size Car",4,27765,5300,2298.55026774124,1149.27513387062
"2006 GMC Canyon",2005,"Mid-Size Pickup",89,26370.0561797753,16400,3230.29027811726,342.410084660945
"2006 GMC Canyon",2005,NA,2,20815,1400,989.949493661167,700
"2006 GMC Envoy",2005,"Mid-Size SUV/Crossover",6,42648.3333333333,20600,7168.44939067485,2926.50720901973
"2006 GMC Envoy XL",2005,"Mid-Size SUV/Crossover",6,43948.3333333333,20600,7168.44939067485,2926.50720901973
"2006 GMC Savana Cargo Van",2005,"Minivan",15,32328.3333333333,11200,3536.31500428395,913.072607902344
"2006 GMC Savana Passenger",2005,"Minivan",14,36265,8900,2430.81183020121,649.661788594988
"2006 GMC Savana Passenger",2005,NA,7,31886.4285714286,10700,4308.79499230519,1628.57142857143
"2006 GMC Sierra 1500",2005,"LD Full-Size Pickup",100,33786,36500,6767.63383146338,676.763383146338
"2006 GMC Sierra 1500HD",2005,"LD Full-Size Pickup",4,42015,10400,4323.57876455759,2161.78938227879
"2006 GMC Sierra 2500",2005,NA,84,40585.2380952381,29100,6140.24409392567,669.955555855236
"2006 GMC Sierra 2500HD",2005,"HD Full-Size Pickup",144,42368.4722222222,29800,6105.56221467483,508.796851222902
"2006 GMC Sierra 3500",2005,"HD Full-Size Pickup",42,44000.7142857143,25600,5913.09301377435,912.410060662824
"2006 GMC Sierra 3500",2005,NA,180,41760,29100,5878.27431637445,438.140698726812
"2006 GMC TC4500",2005,NA,32,53036.875,28900,8350.34225201617,1476.14590790729
"2006 GMC TC5500",2005,NA,42,54972.1428571429,28100,7676.95769445871,1184.58028977224
"2006 GMC TC6500",2005,NA,132,63907.4242424242,39900,8221.63057704261,715.601089492635
"2006 GMC TC7500",2005,NA,279,68120.017921147,43000,7658.68411385355,458.513424465443
"2006 GMC TC8500",2005,NA,351,79534.943019943,52700,9439.15861850596,503.825014351579
"2006 GMC TT6500",2005,NA,6,67231.6666666667,13400,4894.24832498992,1998.06851178276
"2006 GMC TT7500",2005,NA,24,72981.6666666667,19900,5099.41741486363,1040.91422098986
"2006 GMC TT8500",2005,NA,28,84929.2857142857,26100,7833.76898484609,1480.44318301669
"2006 GMC W3S042",2005,NA,32,40840,5700,1643.1676725155,290.473750965556
"2006 GMC W4S042",2005,NA,40,45340,10600,3119.97287956655,493.311026869225
"2006 GMC W5R042",2005,NA,32,51552.5,5700,1633.86539501645,288.829325090542
"2006 GMC W5S042",2005,NA,40,50205,10400,3033.97851690246,479.714124271572
"2006 GMC Yukon",2005,"Full-Size SUV/Crossover",9,47637.2222222222,24500,7824.76481719703,2608.25493906568
"2006 GMC Yukon XL",2005,"Full-Size SUV/Crossover",17,52950.2941176471,23800,6474.27034271726,1570.24120422512
"2006 Honda Accord",2005,"Mid-Size Car",15,29941.6666666667,11900,3646.81204550469,941.602821265884
"2006 Honda Accord Hybrid",2005,"Mid-Size Car",2,39315,2600,1838.47763108502,1300
"2006 Honda Civic",2005,"Compact Car",17,20785.5882352941,9100,2470.51733091532,599.188465016639
"2006 Honda Civic Hybrid",2005,"Compact Car",1,26015,0,NA,NA
"2006 Honda CR-V",2005,"Compact SUV/Crossover",5,31375,4900,1855.53226864962,829.81925742899
"2006 Honda Element",2005,"Compact SUV/Crossover",6,27581.6666666667,6500,2466.30627997957,1006.86532256195
"2006 Honda Insight",2005,"Subcompact Car",1,26015,0,NA,NA
"2006 Honda Odyssey",2005,"Minivan",5,39735,14400,5486.98459994194,2453.85411139293
"2006 Honda Pilot",2005,"Mid-Size SUV/Crossover",5,43975,7900,3316.32326530451,1483.10485131699
"2006 Honda Ridgeline",2005,"Mid-Size Pickup",4,40065,9200,3798.68398264452,1899.34199132226
"2006 Honda S2000",2005,"Sports Car",1,50315,0,NA,NA
"2006 HUMMER H2",2005,"Full-Size SUV/Crossover",1,67515,0,NA,NA
"2006 HUMMER H2",2005,"Mid-Size Pickup",1,67415,0,NA,NA
"2006 HUMMER H3",2005,"Mid-Size SUV/Crossover",2,40965,1900,1343.50288425444,950
"2006 Hyundai Accent",2005,"Subcompact Car",16,15171.25,4600,1169.02737350329,292.256843375822
"2006 Hyundai Azera",2005,"Mid-Size Car",2,36015,3000,2121.32034355964,1500
"2006 Hyundai Elantra",2005,"Compact Car",14,17750.7142857143,6000,1875.59514364298,501.273887414936
"2006 Hyundai Santa Fe",2005,"Mid-Size SUV/Crossover",7,26900.7142857143,13000,4481.97447985765,1694.0271223202
"2006 Hyundai Sonata",2005,"Mid-Size Car",7,25615,7000,2441.99372098565,922.986869844182
"2006 Hyundai Tiburon",2005,"Compact Car",5,25195,8300,3529.4475488382,1578.41692844445
"2006 Hyundai Tucson",2005,"Compact SUV/Crossover",8,25177.5,9500,3142.76379731508,1111.13479637454
"2006 INFINITI FX35",2005,"Compact SUV/Crossover",1,54515,0,NA,NA
"2006 INFINITI FX45",2005,"Compact SUV/Crossover",1,62415,0,NA,NA
"2006 INFINITI G35",2005,"Mid-Size Car",6,46031.6666666667,10400,4139.7664990512,1690.05259615723
"2006 INFINITI M35",2005,"Mid-Size Car",2,57865,3500,2474.87373415292,1750
"2006 INFINITI M45",2005,"Mid-Size Car",2,69415,7400,5232.59018078045,3700
"2006 INFINITI QX56",2005,"Full-Size SUV/Crossover",2,78215,0,0,0
"2006 Jaguar S-TYPE",2005,"Mid-Size Car",4,77215,26100,10763.2089390974,5381.60446954871
"2006 Jaguar X-TYPE",2005,"Compact Car",5,48355,10900,5545.9895420024,2480.24192368406
"2006 Jaguar XJ",2005,"Full-Size Car",5,101655,37200,14809.5577246588,6623.03555780882
"2006 Jaguar XK",2005,"Mid-Size Car",4,106915,21000,8660.25403784439,4330.12701892219
"2006 Jeep Commander",2005,"Full-Size SUV/Crossover",4,47265,11600,5994.16382825828,2997.08191412914
"2006 Jeep Grand Cherokee",2005,"Mid-Size SUV/Crossover",6,47648.3333333333,13500,5651.43049737557,2307.18683922892
"2006 Jeep Liberty",2005,"Compact SUV/Crossover",7,32686.4285714286,6000,1959.3487742226,740.564226890322
"2006 Jeep TJ",2005,"Compact SUV/Crossover",9,30492.7777777778,11100,3610.32470069445,1203.44156689815
"2006 Kia Amanti",2005,"Mid-Size Car",3,33348.3333333333,5000,2516.61147842358,1452.96631451356
"2006 Kia Magentis",2005,"Mid-Size Car",4,25215,6400,2849.561369755,1424.7806848775
"2006 Kia Rio",2005,"Subcompact Car",10,15495,3700,1199.81480052363,379.414754003525
"2006 Kia Sedona",2005,"Minivan",4,32815,6900,2887.90581563873,1443.95290781937
"2006 Kia Sorento",2005,"Mid-Size SUV/Crossover",7,33157.8571428571,10800,3739.81155624057,1413.51590400828
"2006 Kia Spectra",2005,"Compact Car",7,18529.2857142857,4900,1719.91140414128,650.06540748882
"2006 Kia Spectra5",2005,"Compact Car",7,19643.5714285714,5400,1826.3937926182,690.311967334261
"2006 Kia Sportage",2005,"Compact SUV/Crossover",7,25386.4285714286,8400,2889.47185815118,1092.1177081411
"2006 Land Rover LR3",2005,"Mid-Size SUV/Crossover",3,61248.3333333333,14000,7023.76916856849,4055.17502019881
"2006 Land Rover Range Rover",2005,"Mid-Size SUV/Crossover",2,109415,19000,13435.0288425444,9500
"2006 Land Rover Range Rover Sport",2005,"Mid-Size SUV/Crossover",2,85815,16000,11313.7084989848,8000
"2006 Lexus ES",2005,"Compact Car",1,40015,0,NA,NA
"2006 Lexus GS",2005,"Mid-Size Car",3,68581.6666666667,10400,5445.48742844324,3143.95363268043
"2006 Lexus GX",2005,"Mid-Size SUV/Crossover",1,68415,0,NA,NA
"2006 Lexus IS",2005,"Compact Car",4,41265,12600,5617.53207971852,2808.76603985926
"2006 Lexus LS",2005,"Full-Size Car",1,85715,0,NA,NA
"2006 Lexus LX",2005,"Full-Size SUV/Crossover",1,101415,0,NA,NA
"2006 Lexus RX",2005,"Compact SUV/Crossover",2,56365,11700,8273.14933988261,5850
"2006 Lexus SC 430",2005,"Compact Car",1,93115,0,NA,NA
"2006 Lincoln LS",2005,"Mid-Size Car",2,53265,5300,3747.6659402887,2650
"2006 Lincoln Mark LT",2005,"LD Full-Size Pickup",2,51965,3900,2757.71644662754,1950
"2006 Lincoln Navigator",2005,"Full-Size SUV/Crossover",1,75915,0,NA,NA
"2006 Lincoln Navigator",2005,NA,1,65215,0,NA,NA
"2006 Lincoln Town Car",2005,"Full-Size Car",5,60775,7700,3292.87108766802,1472.61671863387
"2006 Lincoln Town Car",2005,NA,1,57615,0,NA,NA
"2006 Lincoln Zephyr",2005,"Mid-Size Car",1,37015,0,NA,NA
"2006 Mazda B-Series",2005,"Mid-Size Pickup",7,23815,10700,4081.66632639171,1542.72486205415
"2006 Mazda Mazda3",2005,"Compact Car",10,20145,6300,2263.25723976161,715.704780851248
"2006 Mazda Mazda5",2005,"Minivan",4,21915,3800,1716.58575861116,858.292879305582
"2006 Mazda Mazda6",2005,"Mid-Size Car",21,30148.3333333333,12200,3689.89611416546,805.201345223172
"2006 Mazda MPV",2005,"Minivan",3,32015,9600,4950.75751779463,2858.32118559129
"2006 Mazda MX-5",2005,"Subcompact Car",6,32015,7300,3032.49072545985,1238.0091545165
"2006 Mazda RX-8",2005,"Compact Car",5,39375,4900,2176.69474203435,973.447481891036
"2006 Mazda Tribute",2005,"Compact SUV/Crossover",9,29048.3333333333,11000,3499.28564138454,1166.42854712818
"2006 Mercedes-Benz B-Class",2005,"Subcompact Car",4,33765,5500,2466.44143115812,1233.22071557906
