"VIN","make","model","model_year","fuel_type","GVWR"
"jn8az2nc3c9316117","INFINITI","QX56","2012","Gasoline","Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)"
"jtjbm7fx8c5049218","LEXUS","GX","2012","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"jthbk1eg4c2473597","LEXUS","ES","2012","Gasoline",""
"jthbk1eg1c2504630","LEXUS","ES","2012","Gasoline",""
"jthbk1eg4c2482574","LEXUS","ES","2012","Gasoline",""
"2t2zk1ba6cc083873","LEXUS","RX","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbf5c24c5169848","LEXUS","IS","2012","Gasoline",""
"jthbl5ef2c5110435","LEXUS","LS","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbf5c25c2102936","LEXUS","IS","2012","Gasoline",""
"jtjzk1ba3c2005986","LEXUS","RX","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbk1eg1c2509794","LEXUS","ES","2012","Gasoline",""
"jthcf5c2xc5054708","LEXUS","IS","2012","Gasoline",""
"jthbk1eg3c2479780","LEXUS","ES","2012","Gasoline",""
"jthbk1eg6c2489431","LEXUS","ES","2012","Gasoline",""
"jthbf5c26c5164425","LEXUS","IS","2012","Gasoline",""
"jthbf5c2xc5169188","LEXUS","IS","2012","Gasoline",""
"jthbk1eg1c2474156","LEXUS","ES","2012","Gasoline",""
"2t2zk1ba5cc076722","LEXUS","RX","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthgl5ef7c5045605","LEXUS","LS","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbf5c24c5165623","LEXUS","IS","2012","Gasoline",""
"jthbk1eg7c2488188","LEXUS","ES","2012","Gasoline",""
"jthbf5c27c5166703","LEXUS","IS","2012","Gasoline",""
"2t2zk1ba0cc078538","LEXUS","RX","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbk1eg1c2480961","LEXUS","ES","2012","Gasoline",""
"jthbk1eg7c2485131","LEXUS","ES","2012","Gasoline",""
"jthbf5c20c5171032","LEXUS","IS","2012","Gasoline",""
"jthbk1eg1c2507947","LEXUS","ES","2012","Gasoline",""
"2t2bk1ba2cc136585","LEXUS","RX","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbk1eg2c2484663","LEXUS","ES","2012","Gasoline",""
"jthbf5c23c5167833","LEXUS","IS","2012","Gasoline",""
"2t2zk1ba9cc086525","LEXUS","RX","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbk1eg6c2477960","LEXUS","ES","2012","Gasoline",""
"jthbf5c23c5163989","LEXUS","IS","2012","Gasoline",""
"2t2zk1ba4cc074301","LEXUS","RX","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbf5c25c5166277","LEXUS","IS","2012","Gasoline",""
"jthbk1eg9c2510594","LEXUS","ES","2012","Gasoline",""
"jthbk1eg9c2512636","LEXUS","ES","2012","Gasoline",""
"2t2zk1ba6cc076938","LEXUS","RX","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbk1eg6c2480860","LEXUS","ES","2012","Gasoline",""
"2t2zk1ba5cc081466","LEXUS","RX","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"2t2bk1ba6cc136055","LEXUS","RX","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbk1eg2c2510632","LEXUS","ES","2012","Gasoline",""
"2t2bk1ba8cc137529","LEXUS","RX","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbe5c22c5030918","LEXUS","IS","2012","Gasoline",""
"jthcf5c29c2036041","LEXUS","IS","2012","Gasoline",""
"jthbk1egxc2477315","LEXUS","ES","2012","Gasoline",""
"jthbk1eg7c2487249","LEXUS","ES","2012","Gasoline",""
"jthbf5c27c5167821","LEXUS","IS","2012","Gasoline",""
"jthcf5c24c5055191","LEXUS","IS","2012","Gasoline",""
"jthbk1egxc2492929","LEXUS","ES","2012","Gasoline",""
"jtjbk1ba1c2446369","LEXUS","RX","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbk1eg5c2478596","LEXUS","ES","2012","Gasoline",""
"jthbk1egxc2503329","LEXUS","ES","2012","Gasoline",""
"jthbk1eg3c2493601","LEXUS","ES","2012","Gasoline",""
"jthbk1eg2c2485120","LEXUS","ES","2012","Gasoline",""
"jthcl5ef6c5012822","LEXUS","LS","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jm1nc2jf3c0225318","MAZDA","MX-5","2012","",""
"jm1nc2pf1c0226782","MAZDA","MX-5","2012","",""
"4a32b3ff5ce009555","MITSUBISHI","Galant","2012","Gasoline",""
"2a4rr8dg2br783621","CHRYSLER","Town and Country","2011","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"1ftne1ew5bda28107","FORD","E-150","2011","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"1ft7w2bt5bec77149","FORD","F-250","2011","Diesel","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1ft7x2b69bea92674","FORD","F-250","2011","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1ft7w2bt3bea57279","FORD","F-250","2011","Diesel","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1ftbf2b62beb33692","FORD","F-250","2011","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"jhmze2h70bs006229","HONDA","Insight","2011","Gasoline","Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)"
"jn1cv6fe7bm951573","INFINITI","G37","2011","Gasoline",""
"jn1dv6ar7bm451203","INFINITI","G25","2011","Gasoline",""
"jthbk1eg0b2431507","LEXUS","ES","2011","Gasoline",""
"jthbk1eg4b2446317","LEXUS","ES","2011","Gasoline",""
"jthbk1eg5b2439523","LEXUS","ES","2011","Gasoline",""
"jthbk1eg3b2431033","LEXUS","ES","2011","Gasoline",""
"jthbk1eg4b2427640","LEXUS","ES","2011","Gasoline",""
"jthbk1eg5b2443362","LEXUS","ES","2011","Gasoline",""
"jthbk1eg1b2464791","LEXUS","ES","2011","Gasoline",""
"2t2zk1ba3bc048254","LEXUS","RX","2011","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthgl5ef5b5043950","LEXUS","LS","2011","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"2t2zk1ba2bc057267","LEXUS","RX","2011","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbf5c28b5141579","LEXUS","IS","2011","Gasoline",""
"jthbf5c20b5138708","LEXUS","IS","2011","Gasoline",""
"2t2zk1ba9bc049098","LEXUS","RX","2011","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"wmwsv3c55bty25078","MINI","Hardtop","2011","Gasoline","Class 1: 6,000 lb or less (2,722 kg or less)"
"2t2zk1ba1bc056787","LEXUS","RX","2011","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthff2c25b2521271","LEXUS","IS","2011","Gasoline",""
"jthff2c27b2515911","LEXUS","IS","2011","Gasoline",""
"2a4rr5dx2ar257132","CHRYSLER","Town and Country","2010","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"1ftww3br1aea90477","FORD","F-350","2010","Diesel","Class 3: 10,001 - 14,000 lb (4,536 - 6,350 kg)"
"1d7rv1gt0as239252","DODGE","Ram","2010","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"1fbss3bl8ada03447","FORD","E-350","2010","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"nm0ls7dn3at025719","FORD","Transit Connect","2010","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbl5ef6a5095757","LEXUS","LS","2010","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jtjbm7fx5a5009109","LEXUS","GX","2010","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"jthbk1eg4a2378308","LEXUS","ES","2010","Gasoline",""
"2t2zk1ba6ac017336","LEXUS","RX","2010","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"wmwmf7c51atx45689","MINI","Cooper","2010","Gasoline",""
"jthbl5ef7a5094827","LEXUS","LS","2010","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"2g4wc582991166549","BUICK","LaCrosse","2009","Gasoline",""
"1gcgg25c491112493","CHEVROLET","Express","2009","","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"3vwsg31y59m411265","VOLKSWAGEN","Beetle","2009","Gasoline",""
"2a8hr54p48r657441","CHRYSLER","Town and Country","2008","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"1d7hu18238j222921","DODGE","Ram","2008","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"1d7hu18298s531433","DODGE","Ram","2008","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"1d7hu182x8s613798","DODGE","Ram","2008","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"1fbss31l98db16870","FORD","E-350","2008","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1ftne14w08da43267","FORD","E-150","2008","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"knage123685218582","KIA","Optima","2008","Gasoline",""
"jnkbv61f68m251916","INFINITI","G35","2008","Gasoline",""
"jthbe262785020757","LEXUS","IS","2008","Gasoline",""
"jthce96s680015544","LEXUS","GS","2008","Gasoline",""
"jthbe262285020553","LEXUS","IS","2008","Gasoline",""
"jtjgw31u482009507","LEXUS","RX","2008","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jtlke50e681024655","TOYOTA","SCION xB","2008","Gasoline","Class 1: 6,000 lb or less (2,722 kg or less)"
"jtkku10418j019984","TOYOTA","SCION xD","2008","Gasoline",""
"wvwhd71kx8w302419","VOLKSWAGEN","GTI","2008","Gasoline",""
"wmwmf73587tl87015","MINI","Cooper","2007","Gasoline",""
"2c4rc1bg6er215278","CHRYSLER","Town and Country","2014","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg7er214978","CHRYSLER","Town and Country","2014","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg5er180023","CHRYSLER","Town and Country","2014","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"1ftne1ew1eda35270","FORD","E-150","2014","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"1ftne2ew0eda13749","FORD","E-250","2014","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"1ftne2ew9eda14060","FORD","E-250","2014","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"3fa6p0luxer171579","FORD","Fusion","2014","Gasoline",""
"1gtw7fca1e1904244","GMC","Savana","2014","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"5xyztdlb8eg198668","HYUNDAI","Santa Fe","2014","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbe1blxe5036567","LEXUS","GS","2014","Gasoline",""
"jthbe1bl8e5042366","LEXUS","GS","2014","Gasoline",""
"jthbf1d21e5034059","LEXUS","IS","2014","Gasoline",""
"jthce1d20e5001934","LEXUS","IS","2014","Gasoline",""
"jthbk1gg4e2103847","LEXUS","ES","2014","Gasoline",""
"jthbe1bl7e5041726","LEXUS","GS","2014","Gasoline",""
"jthbf1d23e5037576","LEXUS","IS","2014","Gasoline",""
"jthbf1d24e5025808","LEXUS","IS","2014","Gasoline",""
"4a4ap3au7ee020672","MITSUBISHI","Outlander Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal3ek6ds586362","CHEVROLET","Captiva Sport","2013","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal2ek0ds635825","CHEVROLET","Captiva Sport","2013","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal2ek5ds597282","CHEVROLET","Captiva Sport","2013","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal2ek0ds612416","CHEVROLET","Captiva Sport","2013","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal2ek5ds633598","CHEVROLET","Captiva Sport","2013","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"2t2bk1ba6fc269189","LEXUS","RX","2015","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"1gcwgfcaxd1145611","CHEVROLET","Express","2013","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"1gcwgfca4d1135012","CHEVROLET","Express","2013","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"1gcwgfcaxd1145091","CHEVROLET","Express","2013","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"2c4rc1cg2dr664342","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg0dr689130","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg3dr629942","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg0dr657505","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg9dr657289","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg9dr774922","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"1ftne1ew7dda01235","FORD","E-150","2013","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"1fbss3bl5dda94293","FORD","E-350","2013","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1ft8w3dt4deb45669","FORD","F-350","2013","Diesel","Class 3: 10,001 - 14,000 lb (4,536 - 6,350 kg)"
"jhmze2h57ds005595","HONDA","Insight","2013","Gasoline","Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)"
"kmhht6kd4du091412","HYUNDAI","Genesis Coupe","2013","Gasoline",""
"jn8cs1mw3dm173915","INFINITI","FX37","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn8cs1mwxdm173104","INFINITI","FX37","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn8cs1mw2dm174313","INFINITI","FX37","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1cv6ar3dm752596","INFINITI","G37","2013","Gasoline",""
"jn1cv6el5dm981366","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar5dm760828","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar8dm752447","INFINITI","G37","2013","Gasoline",""
"5n1al0mn0dc342534","INFINITI","JX35","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbk1gg2d2028595","LEXUS","ES","2013","Gasoline",""
"jthbk1gg1d2066805","LEXUS","ES","2013","Gasoline",""
"jthbk1gg7d2005068","LEXUS","ES","2013","Gasoline",""
"jthbf5c24d5192323","LEXUS","IS","2013","Gasoline",""
"jthdl5ef1d5005055","LEXUS","LS","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbf5c23d5185265","LEXUS","IS","2013","Gasoline",""
"2t2zk1ba6dc111902","LEXUS","RX","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbe1bl6d5020171","LEXUS","GS","2013","Gasoline",""
"jthbe1blxd5018049","LEXUS","GS","2013","Gasoline",""
"jthff2c25d2527476","LEXUS","IS","2013","Gasoline",""
"jthbe1bl4d5021027","LEXUS","GS","2013","Gasoline",""
"jthbf5c27d5187519","LEXUS","IS","2013","Gasoline",""
"jthcf5c23d5061954","LEXUS","IS","2013","Gasoline",""
"2t2zk1ba2dc091549","LEXUS","RX","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"2t2zk1ba8dc094018","LEXUS","RX","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbe1bl6d5025242","LEXUS","GS","2013","Gasoline",""
"jthbf5c26d5190797","LEXUS","IS","2013","Gasoline",""
"jthce1bl1d5013567","LEXUS","GS","2013","Gasoline",""
"2t2zk1ba6dc113228","LEXUS","RX","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbe1bl0d5005486","LEXUS","GS","2013","Gasoline",""
"jthbe1bl9d5000299","LEXUS","GS","2013","Gasoline",""
"jthbe1bl9d5018348","LEXUS","GS","2013","Gasoline",""
"jthbk1gg5d2042801","LEXUS","ES","2013","Gasoline",""
"2t2zk1ba1dc107627","LEXUS","RX","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"2t2zk1ba8dc109617","LEXUS","RX","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbl5ef5d5118109","LEXUS","LS","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbe1bl7d5002956","LEXUS","GS","2013","Gasoline",""
"3gnal3ek3es648916","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal3ek5es682789","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal3ek2es631024","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal3ek6es604070","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal3ek5es660680","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal2ek9es513742","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal3ek2es663360","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal2ek3es678668","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal3ek4es604164","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal2ek6es648645","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal2ek8es626291","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal3ek7es625722","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal3ek9es604340","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal3ek6es611651","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal2ek6es675991","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal4ek8es653048","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"1g6dv1ep5c0120124","CADILLAC","CTS","2012","Gasoline",""
"1g6dv1ep6c0116812","CADILLAC","CTS","2012","Gasoline",""
"1gcwgfca8c1128367","CHEVROLET","Express","2012","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"2c4rc1bg9cr176070","CHRYSLER","Town and Country","2012","Flexible Fuel Vehicle (FFV)","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg2cr244760","CHRYSLER","Town and Country","2012","Flexible Fuel Vehicle (FFV)","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1gg3cr140531","CHRYSLER","Town and Country","2012","Flexible Fuel Vehicle (FFV)","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"1fbss3bl7cda01868","FORD","E-350","2012","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1ft8w3dt8cea80663","FORD","F-350","2012","Diesel","Class 3: 10,001 - 14,000 lb (4,536 - 6,350 kg)"
"1fbss3bl0cda56923","FORD","E-350","2012","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1ft7w2bt7cea86656","FORD","F-250","2012","Diesel","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1ft7w2b6xcec82004","FORD","F-250","2012","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1ft7w2bt9cec25993","FORD","F-250","2012","Diesel","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1ftbf2a60ceb55421","FORD","F-250","2012","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"3gnal4ek3es609541","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal4ekxes504415","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"1g1yk2d7xe5000249","CHEVROLET","Corvette","2014","Gasoline",""
"3gnal4ek1es659273","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"2g1wc5e3xe1147707","CHEVROLET","Impala","2014","Gasoline",""
"1g1yf3d76e5000596","CHEVROLET","Corvette","2014","Gasoline",""
"5j6tf3h56cl000370","HONDA","Crosstour","2012","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"5j6tf1h32cl005830","HONDA","Crosstour","2012","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"5j6tf3h52cl005825","HONDA","Crosstour","2012","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"5j6tf2h57cl003840","HONDA","Crosstour","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"5j6tf2h58cl000638","HONDA","Crosstour","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"5j6tf2h5xcl009194","HONDA","Crosstour","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"kmhfh4jg4ca191812","HYUNDAI","Azera","2012","Gasoline",""
"kmhdb8ae9cu150069","HYUNDAI","Elantra","2012","Gasoline",""
"kmhdc8ae8cu145233","HYUNDAI","Elantra","2012","Gasoline",""
"jn8as1mu3cm122290","INFINITI","FX35","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1aj0hpxcm400909","INFINITI","EX35","2012","Gasoline",""
"jn8as1mu3cm121625","INFINITI","FX35","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1aj0hrxcm450274","INFINITI","EX35","2012","Gasoline",""
"jn1aj0hr8cm450077","INFINITI","EX35","2012","Gasoline",""
"jn1cv6ar2cm677291","INFINITI","G37","2012","Gasoline",""
"jn8as1mwxcm150833","INFINITI","FX35","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1dv6ar7cm730085","INFINITI","G25","2012","Gasoline",""
"jn1cv6ap8cm628319","INFINITI","G37","2012","Gasoline",""
"jn1cv6ap1cm621308","INFINITI","G37","2012","Gasoline",""
"jn1cv6ar9cm672167","INFINITI","G37","2012","Gasoline",""
"jn1cv6ap2cm934691","INFINITI","G37","2012","Gasoline",""
"jn1cv6ar2cm970351","INFINITI","G37","2012","Gasoline",""
"jn1cv6ap7cm930460","INFINITI","G37","2012","Gasoline",""
"jn1cv6ar9cm976616","INFINITI","G37","2012","Gasoline",""
"jn1cv6ap3cm626106","INFINITI","G37","2012","Gasoline",""
"jn1dv6ap5cm810676","INFINITI","G25","2012","Gasoline",""
"jn1cv6ar8cm971004","INFINITI","G37","2012","Gasoline",""
"jn8as1mw9cm151276","INFINITI","FX35","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1cv6ek1cm422161","INFINITI","G37","2012","Gasoline",""
"jn1cv6ar1cm672292","INFINITI","G37","2012","Gasoline",""
"jn1dv6ar2cm861764","INFINITI","G25","2012","Gasoline",""
"jn1cv6el1cm471563","INFINITI","G37","2012","Gasoline",""
"jn1cv6ar8cm971262","INFINITI","G37","2012","Gasoline",""
"jn1cv6apxcm931991","INFINITI","G37","2012","Gasoline",""
"jn1cv6ar8cm673892","INFINITI","G37","2012","Gasoline",""
"jn1cv6ar8cm673519","INFINITI","G37","2012","Gasoline",""
"jn1cv6ar4cm974448","INFINITI","G37","2012","Gasoline",""
"jn1dv6arxcm860314","INFINITI","G25","2012","Gasoline",""
"jn1cv6ar0cm977444","INFINITI","G37","2012","Gasoline",""
"jn1cv6ap2cm623665","INFINITI","G37","2012","Gasoline",""
"jn1cv6ar8cm971424","INFINITI","G37","2012","Gasoline",""
"jn1dv6ar9cm730184","INFINITI","G25","2012","Gasoline",""
"jn1cv6el9cm471553","INFINITI","G37","2012","Gasoline",""
"jn1dv6ar2cm860825","INFINITI","G25","2012","Gasoline",""
"jn1cv6ar4cm973168","INFINITI","G37","2012","Gasoline",""
"jn1dv6ar1cm862372","INFINITI","G25","2012","Gasoline",""
"jn1cv6ar8cm970032","INFINITI","G37","2012","Gasoline",""
"jn1cv6ar9cm683010","INFINITI","G37","2012","Gasoline",""
"jn1cv6ar9cm677109","INFINITI","G37","2012","Gasoline",""
"jn1dv6ar5cm731686","INFINITI","G25","2012","Gasoline",""
"jn1cv6ar0cm675507","INFINITI","G37","2012","Gasoline",""
"jn1dv6ar1cm860508","INFINITI","G25","2012","Gasoline",""
"jn1cv6ek8cm422478","INFINITI","G37","2012","Gasoline",""
"jn1cv6el5cm472375","INFINITI","G37","2012","Gasoline",""
